"Category","Brand_Description","Price","Review_Count","Rating"
"Backpack"," 45L Military Tactical Backpack For Men Highland Assault Large Army Pack 3 Day Molle Bug Out Bag With Water Cup Bag Outdoor Camping Hiking Daypack Black Rucksack  4.9 out of 5 stars 19  200+ bought in past month$28.89$28.89 Typical: $31.99$31.9910% off promotion available FREE delivery Wed, Jan 31 on $35 of items shipped by AmazonOr fastest delivery Tue, Jan 30 More Buying Choices$27.71(3 used & new offers)","28.","19","4.9 out of 5 stars"
"Backpack"," +17LHI Tactical Military Backpack for Men and Women 25L/35L Army Assault Pack Bag Small Rucksack with Bottle Holder  Options:2 sizes4.8 out of 5 stars 620  100+ bought in past month$39.99$39.99 List: $59.99$59.99 FREE delivery Wed, Jan 31 ","39.","620","4.8 out of 5 stars"
"Backpack"," QT&QY 45L Military Tactical Backpacks For Men Camping Hiking Trekking Daypack Bug Out Bag Lage MOLLE 3 Day Assault Pack  4.7 out of 5 stars 1,736  200+ bought in past month$35.99$35.99 List: $49.99$49.99Join Prime to buy this item at $32.39 FREE delivery Wed, Jan 31 Or fastest delivery Mon, Jan 29 ","35.","1,736","4.7 out of 5 stars"
"Backpack"," +2Gelindo 35L Tactical Hunting Backpacks - Military Molle Backpack Survival Bag - Small Tactical Backpack with Molle System for Men  Options:2 sizes4.6 out of 5 stars 529  $26.96$26.96 FREE delivery Wed, Jan 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jan 29 ","26.","529","4.6 out of 5 stars"
"Backpack"," Wraifa Boys Backpack With Lunch Box Waterproof Kids School Bag Outdoor Travel Camping Daypack Camo Backpack for Boys Rucksack(Amy Green With Lunch Box, Small)  Options:2 sizes4.3 out of 5 stars 1,282  $36.99$36.9910% coupon applied at checkoutSave 10%  with coupon  FREE delivery Wed, Jan 31 Or fastest delivery Tue, Jan 30 ","36.","1,282","4.3 out of 5 stars"
"Backpack"," HUNTVP Military MOLLE Backpack Hunting Rucksack Gear Tactical Backpack Assault Pack 25L (Army Green)  4.6 out of 5 stars 130  $30.99$30.99 FREE delivery Wed, Jan 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jan 29 ","30.","130","4.6 out of 5 stars"
"Backpack"," Military Tactical Backpack Molle Bag Army Assault Pack Detachable Rucksack  4.7 out of 5 stars 1,342  50+ bought in past month$38.99$38.99 FREE delivery Wed, Jan 31 Or fastest delivery Mon, Jan 29 ","38.","1,342","4.7 out of 5 stars"
"Backpack"," ArcEnCiel 10L/20L Mini X-Small Tactical Backpack MOLLE Daypack Gear Pack Camping Bag with Patch  Options:2 sizes4.6 out of 5 stars 661  $21.99$21.99 FREE delivery Wed, Jan 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jan 29 ","21.","661","4.6 out of 5 stars"
"Backpack"," +7FUEL Multi-Pocket Cargo Backpack with High Capacity Top-Loader Entry - Army Camo  4.4 out of 5 stars 544  $27.49$27.49FREE delivery Feb 1 - 2 Or fastest delivery Tue, Jan 30 Small Business  Small BusinessShop products from small business brands sold in Amazon’s store. Discover more about the small businesses partnering with Amazon and Amazon’s commitment to empowering them. Learn more ","27.","544","4.4 out of 5 stars"
"Backpack"," outdoor plus Camo Backpack,Military Teen Boys Backpacks for School, Army Bookbag with USB Charging Port,40L  4.7 out of 5 stars 1,824  $36.99$36.99 List: $41.99$41.99 FREE delivery Wed, Jan 31 Or fastest delivery Mon, Jan 29 ","36.","1,824","4.7 out of 5 stars"
"Backpack"," +10 colors/patternsYOREPEK Travel Backpack, Extra Large 50L Laptop Backpacks for Men Women, Water Resistant College Backpacks Airline Approved Business Work Bag with USB Charging Port Fits 17 Inch Computer, Black  Options:3 sizes4.7 out of 5 stars 42,850  6K+ bought in past month$32.99$32.99 List: $59.99$59.99Buy 2, Save 5% on every 2 FREE delivery Wed, Jan 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jan 29 Climate Pledge Friendly  Climate Pledge FriendlyProducts with trusted sustainability certification(s). Learn more Product Certification (1) Carbonfree CertifiedMore Buying Choices$25.25(7 used & new offers)","32.","42,850","4.7 out of 5 stars"
"Backpack"," Military Tactical Backpack, 45L Water Resistant Army Pack Multi-pocket Laptop Backpack 3 Day Bug Out Bag, Includes 1 Tool Bag, 1 Carabiner and 2 Side Pockets  4.8 out of 5 stars 58  $34.99$34.99 FREE delivery Wed, Jan 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jan 29 ","34.","58","4.8 out of 5 stars"
"Backpack"," +13Military Tactical Backpack for Men and Women Army 3 Days Assault Pack Bag Large Rucksack with Molle System for Hiking Cycling Skiing Camping Climbing  4.7 out of 5 stars 307  $43.99$43.99 FREE delivery Wed, Jan 31 Or fastest delivery Mon, Jan 29 ","43.","307","4.7 out of 5 stars"
"Backpack"," 45L Military Tactical Backpack for Men and Women Molle Army 3 Days Assault Pack Bag Large Rucksack traveling bag (Black)  4.4 out of 5 stars 42  $29.99$29.99 FREE delivery Wed, Jan 31 on $35 of items shipped by AmazonOr fastest delivery Tue, Jan 30 ","29.","42","4.4 out of 5 stars"
