"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"lee_eisenberg","25 August 2019","Two years ago, ""Get Out"" addressed racism through the prism of a not-what-it-seems relationship. Now, ""Ready or Not"" looks at class structure through the same format. Much like how ""Crazy Rich Asians"" showed how rich people expect their children only to marry within their ""respectable"" range, this one shows how anyone from outside the country club crows is immediately ""the other"" to these people. And if the bride is the other, you can do whatever you want to her. Mind you, there are some shocking scenes. But it's all well done. Definitely see it.","
            9/10
            "
"texasboyy","1 May 2021","I went into this really looking forward to it because I was expecting a film with a bad ass potential victim turning the tables on her attackers like You're Next (2011) or The Hunt (2020). Not even close. The useless main character was the definition of a ""damsel in distress"" needing someone to save them.She stumbled through the entire film, only surviving because of another character protecting her, the fact that her attackers were ridiculously inept, and pure blind luck, even in the end. Very disappointing. Very unsatisfying. Great cast though, but totally wasted on a weak script and direction.","
            2/10
            "
"jacobjohntaylor1","25 July 2020","This not scary at all. It has an awful story line. It also has an awful ending. I do not know why it got a 6.8 that is just overrating it. I give it 4 out 10. Pretty bad movie. If you what to get sccared see King Kong (1933) or Godzilla king of the monsters (1956). Do not see this.","
            4/10
            "
"peeedeee-94281","31 August 2019","I was intrigued by this one because of all the positive reviews, even though the trailer didn't quite sell it for me. It looked like a cross between The Purge and Eyes Wide Shut.
Anyway, the movie starts of alright, the set up for what is about to come first with a flashback of the childhood of the boys, who then we see in present day is getting married to a blonde outsider played by Samara Weaving.
I actually liked her initially. She seemed like someone we could root for and hope would kick some serious butt. Ultimately, I found her unlikable, just like all the other characters in the film. What was it about her I didn't like? Well, she just doesn't sell the role very well. Is she bad ass or is she just lucky, everything seems to work out too conveniently for her, considering she has several people hunting for her. She doesn't appear to have any fighting skills. But the worst part: Her scream. Ugh, every time she did that yodeling scream, I couldn't stop thinking about Adam Sandler in the waterboy. Or tarzan lol. I've never heard an annoying scream like that before lol.
The story's pacing and tone is just all over the place. Much of the killing is accidental, nothing happens due to skill. There were too many predictable moments, like that 'goat pit' or whatever they called it that scene was too obvious where it was going. And clearly the family didn't care about piling bodies out in the open?!
And the swearing was terrible. I'm no prude, and I look a good f word in the right place, but this movie was mainly filled with unfunny moments where the characters keep saying wtf over and over. The dialogue really needed improving.
The ending was kind of funny, but ultimately, unsatisfying. It really didn't make any sense either.
Overall, this movie was just okay, I'd recommend watching it on Netflix. I watched for a discount price so I can't complain. I give it 2 marks for the reasonably good CGI gore in a few places, but that's about it.","
            2/10
            "
"abhijith-alpha","2 May 2020","READY OR NOT: A REVIEWThe movie is about a young woman marrying into a rich and eccentric family, who force her to play a deadly game on the wedding night to be accepted into it. Samara Weaving plays the poor bride who fell in love with a rich guy, who discovers, to her shock, that her in-laws want to kill her before the sun rises on her wedding night.The idea isn't exactly original. The direction is somewhat listless and tries to rely heavily on horror movie tropes. The actors try to make it convincing but this is a group collected on their good looks more than their abilities. Compounding the issue, the weak screenplay and weird lighting and colour grading saps the performance out of even a seasoned veteran like Andie MacDowell, the most well known among the cast. This movie has bits and parts that work for it, but overall it was a letdown. The twists and turns of the scripts were telegraphed miles before they arrived; the physical comedy and horror wasn't distinct enough to compensate for the unoriginality; the character motivations were predictable and overall falls flat.Weaving tries her best, one of the young actors with good screen presence. Her performance is caught between the unlucky young woman running from an unfair situation and the vengeful bride a la Kill Bill. But her strong screen presence is wasted here in script indecision as she shifts back and forth between these two personas too many times to weaken the arc. Surprisingly, Adam Brody, whose character started off as the stock irresponsible brother, is the most realized character in the movie, and was the only one who held my interest every time he was on screen. His inner turmoil, the wrestling between emotions of guilt and shame, and loyalty to the family, is a good example of an actor making the best out of the limited range his script originally allowed him to do.Most movie tropes are present in ""Ready or Not"", the lucky girl, the sensitive rich guy who hates his rich family, the sneering matriarch, the charismatic and scenery chewing dad, the practical and in-charge mom, perpetually drunk brother, in-laws varyingly ambitious to spoilt, professionally creepy family butler and the unfortunate maidservants. Unfortunately the director seems to have stopped halfway between making the film a truly great horror film that also provides scathing social commentary. The movie seems to have settled into a middle path between proper satire and shallow commentary on the state of the world. Considering how much the ideas of the callousness of the rich towards the less privileged have been expressed well in many horror movies, and the overall script had the wherewithal to deliver it, this movie falls short for me. Sometimes, fun and gore, packaged somewhat competently, isn't enough for me to rate a movie good. This movie is good, but only by a small margin. I wouldn't watch it again.FINAL THOUGHTS
What a waste of an opportunity. All the ingredients where there, just not in the right amounts.Andie MacDowell looks weird. I blame the editing and the lighting.Adam Brody is really good.Some of the cinematography is really good. The inside of the mansion, in many scenes, is simply beautiful.RATING 5.5/10","
            6/10
            "
"HafizhMaulana21","5 March 2023","When a family wedding turns into a deadly game, a bride must survive before dawn.Ready or Not, a title that strongly describes how deadly the game is in this film. A game of hide and seek that is displayed is gruesome and brutal. And of course it is very bloody. Ready or Not gives quite a different sense of mystery thriller. With the combination of comedy, it certainly adds to the strength of this film, which indeed throughout the film does not provide much attention that is suspenseful continuously. Many scenes are filled with dark comedy stories. The plot of the story feels ups and downs with conflicts that do not come continuously. The film gives a lot of room to combine thriller, mystery and comedy so that the impression of conflict does not immediately strengthen in some acts. Moreover, Ready or Not leaves no sense of horror and sadism in the film. Some scenes feature an overly graphic depiction of the gruesome and deadly game.","
            8/10
            "
"donttouchmeprimate","14 December 2019","-After eating one of those festive ""Halloween"" burgers that fast food establishments do every year.Very simple plot with a great cast. Of course this is a slasher flick so expect some intense moments mixed in with some equally awful writing when it comes to logical decisions, but it's full of story and some very funny moments.It's a film I can see myself putting on again at some point. So all in all. It's pretty good for what it is.
Poor Clara, she was my favourite.","
            8/10
            "
"justin-fencsak","23 August 2019","Made for only $6 million and making its money back this month is this movie, a 90 minute whodunit comedy with a dash of horror that's original and refreshing. Samara Weaving, who is related to Hugo Weaving, shines as the killer bride to be.","
            10/10
            "
"peterp-450-298716","17 December 2019","So, at midnight you have to play a game.
It's just something we do when someone new joins the family.I have to revise my opinion about the horror/comedy cross-over urgently after seeing ""Monster Party"" and ""The dead don't die"" this year. ""Ready or not"" is yet another film that pleasantly surprised me. Really. I had a great time watching this movie. And not only because the lead actress Samara Weaving looks appetizing, but also because of the entertaining content. I appreciated the morbid black humor as well. It's not such absurd humor as in ""The dead don't die"". But the slapstick-like events that were used in it, resulted in a spontaneous chuckle sometimes. There were also quite a few bloody scenes in it. In short, it was fun watching this horror flick.And all because of playing an innocent game of ""hide and seek"". Grace (Samara Weaving) chose that on her wedding night by pulling a card out of a wooden box. Apparently, the Le Domas family, who made their fortune in the board gaming world, has a recurring family tradition at weddings. So the moment Grace got a wedding ring from Alex Le Domas (Mark O'Brien), her brand new husband, she unknowingly became part of this tradition. So instead of playing a game of hanky-panky and frolicking in the old-fashioned-looking four-poster bed, the wedding couple is requested to go to the family room to play an old-fashioned board game. What Grace doesn't realize is that there's one special card that can have far-reaching consequences for the rest of the evening. Guess what. Yep indeed, she draws the card in question.It was not only the course of the story I found enormously fascinating and ingenious. Also, the setting where it all took place was beautiful to see. A huge Victorian house, full of dark corners and niches. Such a huge villa that suits a wealthy family like Le Domas perfectly. Full of wood paneling, majestic staircases, and richly decorated corridors. As a child, you could easily get lost there. And that's where the innocent ""hide and seek"" takes place. At the beginning Grace enthusiastically participates. Until she realizes that nobody from the Le Domas family starts the countdown and starts shouting ""Ready or Not, Here I come"" (hence the film title). Instead, this insane family has armed itself with old, primitive weapons and starts hunting her.The most hilarious thing about the film is the family members themselves. All of them are cartoonish, caricatural characters. From the authoritarian somewhat empty-headed paterfamilias Tony (Henry Czerny) and his wife Becky (Andie MacDowell) to the scary-looking, shrewish aunt Helene (Nicky Guadagni). The latter is the most extreme character. She looks as if she's a member of a satanic cult with her purple suit, black nail polish and upright Cruella de Vil hairstyle. And when you see her running through the corridors, screaming frantically and waving with a huge lumberjack's ax, the picture is complete. Add a bunch of other family members to it, such as the alcoholic son Daniel (Adam Brody) and his cheeky wife Charity (Elyse Levesque). The coke-addicted daughter Emilie (Melanie Scrofano) and her cowardly husband Fitch (Kristian Bruun). And of course the butler should not be missing. Together they form a colorful ""Adam's Family"" -like collective.Finally something about the horror part. Even though the overall atmosphere is rather lighthearted and caricatural, the hardcore horror fanatic will enjoy certain moments. This gothic horror is filled with a few gory and bloody scenes while maintaining an exciting pace. I found the part in the barn particularly successful and at the same time extremely funny. You see the nail. You see the hole in a hand. And you immediately know how these two facts will be linked. Sublime. And even though you know where it's going, I was surprised by the denouement. A denouement that would make Quentin Tarantino jealous. And I suppose they wanted to show how huge the gap is between rich and poor. In the end, this was just a minor side issue. ""Ready or not"" is perhaps the cruel version of the Cinderella fairy tale. But ultimate entertainment was the main goal here. And they certainly have succeeded in that for me.More reviews here: movie-freak.be","
            7/10
            "
"Carycomic","28 August 2019","I had a choice between two movies on this rainy afternoon. DORA THE EXPLORER...or READY OR NOT. D.T.E. started sooner, so I chose that one.Boy! Was that a mistake.After twenty-five minutes of listening to Dora breaking the Fourth Wall, like an adolescent poor's man version of Deadpool, I walked out of the theater and bought a ticket to R. O. N. A mixed blessing, to say the least. But, on the bright side I was able to sit through the entirety of it. And, even better, I was the only one in the audience during the matinee I chose! So, I was able to make slightly sarcastic comments, half out loud, without being shushed by other movie-goers.A good thing, too.The first half of this film is only mildly amusing...and definitely nowhere near as suspenseful as the second half. I mean, just the opening shot of all those board games (and one in particular) gives you a pretty good idea what the back story for this weirdo family is going to be!Then, there's all the swearing.Were the writers getting paid by the profanity? I haven't heard that many F-bombs dropped since the original CABIN FEVER! Which, if memory serves, I accused the cast thereof of trying to sound like vintage Robert Deniro...with none of his acting talent. Well, the same holds true for most of the cast of R.O.N. The only notable exceptions are Samara Weaving, who's totally new to me (and totally believable as the unexpectedly feisty Grace); and Andie McDowell, the only recognizably big name in the cast.In summary, then, I give this five stars (four stars better than JENNIFER'S BODY). As in; not bad! But, I've definitely seen comparatively scarier.","
            5/10
            "
"Breumaster","15 February 2020","The Movies is not as comedic as the trailer makes believe into. But the movie sure has it's comedic moments. I expected a little more story, action or comedic fun, but after viewing the movie, I can say that it is pretty more bloody and gory than expected. The R-rating fits for today, 15 years ago it would have been a nc-17-rating. But I also noticed that most of the hunting scenes were somehow generic. The pure hunt had no fresh ideas or turns in it. There are many similar hunting stories like this on on the market. Just think on 'Surviving the Game' or 'The Collector', but this one has an occult background, which makes it interesting. The setting in the house looks worthy, the light and camera professional. The climax has some very funny moments, we had a bizarre laugh at. All in all, it's a kinky ending. I would consider it as a recommendation for people who like dark humor and sarcasm.","
            7/10
            "
"evans-j34","28 September 2021","Nice idea, just not executed well enough for me.. was hoping is finally found a gem. But this is no ""You're Next""
Big budget, poor actiom.","
            5/10
            "
"jadepietro","4 September 2019","GRADE: D+THIS FILM IS NOT RECOMMENDED.IN BRIEF: This newlywed game is an awful horror film that dispatches its dark comedy origins more quickly than its bloody victims.JIM'S REVIEW: Summer 2019 was the bleakest of times...hurricanes destroying the lives of many survivors, mass shootings with no gun regulation in sight, a roller-coaster of a economy due to unnecessary trade wars, an unhinged president...and one of the most disappointing movie roster to ever (dis)grace the tarnishing silver screen. Take your pick, which was the worst...all were bad news. Let us beg the gods above that September brings with it an autumnal bounty of good news.That said, my first fall film experience is Ready or Not, a slice-and dice horror send-up about the trials and tribulations of matrimonial bliss when one is confronted with in-laws whose sole purpose is to play a game I would like to called Kill the Bride. This wealthy family has a tradition of playing games like hide-and-seek on one's wedding night to welcome the newest member to the family. So let the games begin, of course, at the stroke of midnight.Yes, you might say that the premise is very far-fetched and ludicrous. You could say that I knew what I was about to see from the trailer. And I would wholeheartedly agree with your statements. But my hopes as a reviewer were still high, if a bit naive as our plucky heroine, that this strange little movie might have a sharp (literally) comic edge about its satirical subject, playing up the dark humor and downplaying the gore. No. Instead it was just a very bloody version of Clue with various killings and assorted weapons used by deranged members of this dysfunctional family in the conservatory or in the dining room. (Everyone, of course, has the poorest of aim, little vision, or any semblance of reality or character development. And now, I'm talking about the directors and its screenwriters. Let's place the blame directly at them: Directors Matt Bettinelli-Olpin and Tyler Gillert never find the right tone in this macabre mishmash and writers Guy Busick and Ryan Murphy only celebrate predictability with their contrived concept and just cannot create believable characters or clever dialog. The twist ending is more absurd than expected and a real letdown.)The actors range from deserving of better material to find another job ASAP. Samara Weaving (a Margot Robbie wannabe) plays Grace, the woeful bride. At least, this actress has some screen presence as does Mark O'Brien as Alex, the hapless groom. One actually pities this talented actors who deserve a better way to make a living, As Alex's brother, David, Adam Brody has his moments but is rather bland. From there, it gets worse: Henry Czerny, usually a fine character actor, is at his hammiest and has done far better work than this shlock suggests. That Andie MacDowell is part of this misfire only adds to the disappointment and confirms that what happens to actresses in their elder years does indeed qualify for elder abuse. Granted, the script is a mess and it is difficult to tell if it is the fault of the actors or the badly-written characters they play.The rest of the supporting cast is ghastly in their roles and they appear to come off as strictly amateurs in this movie. They all seem to be directed to perform like a live action Addams Family knock-offs without the make-up or wit, although Nicky Guadagni as Aunt Helene is cartoonish enough. (Some advice to all of the the ensemble: Your dedication to your craft is admirable. But, perhaps, your desperation to be a part of this biz we call show outweighs your better judgement. Ask yourself if you really want a film like this to be part of your legacy when doing your next venture. Plus, find a better agent.)For the record, Grace's white wedding gown turns a nice shade of deep crimson by the film's third act, if you care by then. (And those final scenes are unintentional laughable as the film veers into supernatural territory.) The body count continues to rise as servants and kin are dispatched with glee. The violence ranges from stabbings, impalements, beheadings, and gruesome shootings. The weapons include axes, cross-bows, rifles, pistols, and knives.How this movie merited some critical praise (and it did) is baffling! The suspense is nil, with nary a scare or a laugh, although the directors have an obsession for close-up gore and torture, believing that blood-drenched corpses gurgling their last gasps of life constitutes a horror film nowadays. Need I say more.Ready or Not is more not than ready. No RSVP is needed. Just avoid this wedding party at all costs.Ah, Autumn! Have you already forsaken me!","
            3/10
            "
"edicionccq","24 November 2019","""Ready or Not"" it's a weird movie. The movie is full of strange choices from the writers.
At first the movie starts really good. Excellent pacing, the plot is simple but it works, the jokes are funny and the fear is present. But the second half of the movie is just weird; there are a lot of changes in the way things developed. Some moments are so good for the horror aspect but then a joke appears all of a sudden. If you ignore the pacing of that half and the weird choice for the ending this is a good movie.The best parts of this movie are the characters. Every single one of them is pretty well established and the way they act is coherent with their personalities. Most of the characters, that we could consider the villains, are funny and has their reasons to do what they do and it's kind of convincing. The leading character is pretty good. You want her to win but also you want to see her suffer and fighting for his life. And believe, she will really fight for her life.The conclusion is ""Ready or Not"" is a weird black comedy with slasher. It contains gore and funny characters. The twists are decent and if you are into dark humor in killing, this will be good for you.","
            7/10
            "
"BandSAboutMovies","24 August 2019","Marriage - especially the ceremony itself - can be terrifying. The best horror movies take a frightening moment in our lives and show how ""what's the worst that can happen"" explodes outward into a spiraling miasma of sheer madness. In a year sadly bereft of many great - or even halfway decent - horror films, Ready Or Not has arrived to squarely punch you right in the face and spit blood in your eye.For generations, the wealthy Le Domas family has remained in power by conducting a ritual on the night that anyone new enters the family. Tonight, prodigal son Alex has returned home to marry Grace (the niece of Hugo Weaving, who also appeared in The Babysitter and Mayhem), an orphan who has been raised in foster homes.Years ago, the great-great-grandfather of the Le Domas family made a deal with Mr. Le Bail and the family must play one game - they're pretty much Hasbro in real life - at the end of the wedding ceremony. It could be something as simple as Old Maid. Yet it ends up being the worst card - Hide And Seek.Now, the entire Le Domas family is hunting down Grace, who only thinks that she's playing a game. Maid after maid gets caught in the crossfire and the entire extended family - children included - are armed, dangerous and after our heroine.Henry Czerny shines as Tony Le Domas, the crazed leader of the clan, and Andie McDowell is wonderful as his somewhat conflicted wife Becky. One of the relationships at the center of this film is between good brother Alex and bad sibling Daniel ((Adam Brody, Seth from The O.C.). Of course, this being horror, what is good and what is evil will change throughout this long night of the soul.There are parts of this film that aspire to be more than mere slasher or modern horror. That's a good thing. It may be me reading into things, but the scene where Grace escapes into the fields was reminiscent of the framing and pace of Suzy Kendall being chased in Sergio Martino's Torso. And without giving too much away, the close finally delivers on the levels of gore and supernatural menace that has been slowly hinted during the film's run time. Joyously, this feels like a movie with no dead spots, growing tighter and taunter as the slowly more blood-caked and torn wedding gown that Grace wears throughout.I have to single out Nicky Guadagni, who was in Cube, for her portrayal of Helena. The loss of her husband at the film's start has warped her into the twisted center of this family, despite what the male head would have you think. She's turned her loss into less than sacrifice and more of a reason for being. Drug addict sister Emilie (Melanie Scrofano, the lead on SyFy's Wynonna Earp) is pretty great, too.So often, modern horror hasn't been certain how to combine humor and terror. Ready Or Not gets it right. Then again, I have a weird sense of humor, so I laughed joyously at moments that no one else found funny. Too bad - I would have preferred to see this in a much rougher theater than the comfortable place where it unspooled so that people would have been unafraid to scream and yell at the screen. After all, that's what movies are for.Ready Or Not was directed by Matt Bettinelli-Olpin (V/H/S) and Tyler Gillett (Devil's Due), who are part of the Radio Silence film collective. It was written by Guy Busick (Stan Against Evil) and Ryan Murphy (Minute's Until Midnight).I will spoil one part of the film. At the close, as Grace draws a drag of cigarette despite being covered in grime, gore, viscera and her own blood, there's an echo of a movie from the past, Heathers. That made me clap in the theater - despite the machinations of family, the man she loves and even fate, Grace is not going away without a fight. Her spirit is one that even the devil must sit up and take notice of - quite literally.","
            8/10
            "
"Venomage03","7 June 2021","This Story is good and interesting. The acting is very entertaining. It has some really cool kills in it. It has some excellent characters in it. The jokes are also very on point. The movie is one of the best in this genre.","
            10/10
            "
"cappiethadog","29 January 2020","The rich are different, Daniel(Adam Brody) admits as much to Grace(Samara Weaving), his sister-in-law for all of half a day. Daniel doesn't have what it takes to be a satanist, or a capitalist, for that matter. He lacks the killer instinct. ""Ready or Not"", directed by Matt Bettinelli-Olpin and Tyler Gillett, updates the ideology behind Ernest B. Schoedsack and Irving Pichel's ""The Most Dangerous Game"", in which Grace, the hunted, is clearly marked as the proletariat; not a relativistic object, an animal chosen by the hunter(Count Zaroff, played by Leslie Banks in the 1932 original), which happens to be human, because the normal rules of engagement need not be abided by if you're outside civilization's jurisdiction. The rich make their own moral universe. But Daniel is moral. He discovers his brother's wife in the pool room. The moral brother gives Grace a ten-second running start before he alerts the others, starting with Tony(Henry Czernas), his father, who is adamant about keeping the family's bloodline blue. The newlywed should have paid closer attention the underlying warning of her hubby's warning. Before Alex(Mark O'Brien) and Grace read their wedding vows, the groom says: ""I'm giving you an out,"" to his bride, who misreads the warning as being money-related. Grace misses the part where Alex never cracks a smile to reassure her that his apprehension is a joke. The family tradition is more sinister than she can imagine. As children, Daniel hid Alex in a closet the last time somebody had the misfortune to draw the dreaded ""Hide and Seek"" card. It was their Aunt Helene's husband, who died in a ritual sacrifice, but not before Becky(Andie McDowell), the boys' mother, let fly a strategically-placed arrow from her bow like an expert archer that kept Charles(Andrew Anthony) alive for the interim. The aunt(Nicky Guadagni), whose mien is suggestive of the proverbial woman with a grudge, has been waiting years for a night like this. Like Rosemary Woodhouse(Mia Farrow), wife of Guy(John Cassavetes), a struggling actor in Roman Polanski's ""Rosemary's Baby"", Grace's unwavering belief that Alex will deliver her from evil leads to disillusionment. Although bad blood with his family led Alex to flee the LaDomas dominion, in the end, blood turns out to be thicker than water, as they say, because the gaming empire family's blood is bad, especially, the blood of the black sheep.Daniel was slightly taller than Alex on that fateful night. You could say that he was the ""high boy"", running interference between Alex and the destiny he'll learn of on his wedding night. A high boy, in the furniture sense of the word, in ""Rosemary's Baby"", has been moved. Mr. Nicklas(Elisha Cook), the Bramford apartment building landlord, stands aghast; he knows that a hall closet exists behind the hulking cabinet. Guy rubs his face, as if annoyed at the old man for being so observant. But isn't this the first time he laid eyes on this place? Rosemary points at the outline. This annoys Guy, too. Rosemary would never guess that her husband's exasperation pertains not just to the landlord, who enlists him as a furniture mover, but because her deducing skills make them collaborators against a conspiracy plot that will become self-evident in the near-future. Landlord and wife have no idea what they just stumbled upon. The question of whether Guy's association with the cultists began that night as dinner guests of their neighbors, the Castevets(Sidney Blackmer and Ruth Gordon), or a long-standing one which resumed after a lengthy hiatus, was an open-ended one. Arguably, ""Ready or Not"" resolves this ambiguity, due to the film's resemblance in form and content. Guy knows Roman Castenet and his wife Minnie. He also knows about the ghastly history of that gothic piece of 19th century architecture. Hutch(Maurice Evans), their old landlord, is only wasting his breath. Like Grace's husband, Guy probably wanted a normal life. Slitting goat necks, a LaDomas family tradition since grandfather cut a deal with fellow traveler LeBail, the devil in disguise, chased Alex away, but relative poverty brought the prodigal son back to the fold, gambling that Grace wouldn't pull the bad card. Being one of the common people didn't suit him. Slitting goat necks notwithstanding, satanism is a necessary evil Alex willingly accepts as the cost of being a trustee to the family fortune. Faustian pacts are nefarious deals, naughty by nature, that are made to either procure money, or in the case of ""Rosemary's Baby"", fame; two drugs more potent than love, and worth killing over, for some. Guy, as well, ventured out on his own, wanting to prove himself as a stage actor with the right stuff, all the while knowing that if he couldn't establish himself legitimately, enlisting the help of Roman Castevet and his dark arts as a last resort was an option. An actor, the man who beat Guy out for the starring role in a play, goes blind suddenly, and the play's director calls his second choice to see if he'd be interested. As payment, the husband promises the cultists a baby, albeit with some acquiescence. A son, born stillborn, Rosemary is told, she refutes, not after the sound of crying comes emitting through those thin walls on a nightly basis. The dislocated high boy, refashioned into a barricade, Rosemary remembers, then quickly diagnoses, must block a secret passageway to her next-door satanists.Emilie LaDomas(Melanie Scrofano), already on the hook for two accidental kills; a governess and maid, makes it a trifecta of collateral damage when she shoots Daniel, her good brother. Without his ""tall boy"", Alex comes out of the closet, so to speak, and learns the truth about what sort of devilry he's up against, like Rosemary. She can tell by looking at her son's eyes that Guy isn't the father: Lucifer is. On the night of the impregnation ceremony, when that dessert with the chalky undertaste Minnie laced with drugs starts to have an effect on Rosemary's cognitive functions, Guy mocks his wife for added dissonance, relaying news from the black and white television about the pope's visit to Yankee Stadium. Rosemary is Catholic. His words are coded: Your god can't help you. The go-between can't help you. The Richard Connell short story ""The Hounds of Zaroff"", adapted into ""The Most Dangerous Game"" for the screen, is applicable. Guy could be a stand-in for the Count, who hunts her in baroque fashion. No bow and arrow, no gun: Guy depends on Rosemary's unconditional love for him as a weapon. The old men and women, nude throughout Adrian's conception, are the hounds. Does she fight back? No. Love is the most dangerous game. Rosemary joins the cult, agreeing with Roman that she should ""be a real mother"" to her half-humanoid son. God or Lucifer, Rosemary doesn't really choose either one. What ""Rosemary's Baby"" conveys is that she's possessed by her husband, choosing his obtuse convolutions to isolate her against the practical advice of cosmopolitan girlfriends, who all agree that Dr. Saperstein(Ralph Bellamy) is a quack. Go to Dr. Hill(Charles Grodin) they persist. But the internal physical pain, no matter how intense, because of her religiosity, the satanists know that Rosemary, their human game, will no doubt carry the little devil to full-term. Grace, on the other hand, despite her name, is a secularist; a position, guessed at, since the potty-mouthed young woman expresses no misgivings about her wedding being held outside the sanctity of a church. Since Becky, the groom's mother, gave birth to her husband, LeBail's heir apparent, the ""new me"", a moniker, previously though to have referenced the two women's shared experience of coming from humble stock, now means, the audience realizes, that the child she dams will carry the title of ""Grace's Baby"", second in succession to the LaDomas fortune and the throne of a fallen angel. With Daniel no longer alive to protect his younger brother, Alex learns that it was always his destiny to lead the family, which involves more than sitting goat necks. He has to sacrifice Grace. Does she fight back. Hell, yeah.Bob(Joel McCrea), the lone survivor of a yacht explosion at sea, makes it ashore on a small island overseen by a madman, in ""The Most Dangerous Game"", proving once again that the rich are different. Bob, a published author, who writes books about big game hunting, leads Count Zaroff to believe he has found a kindred spirit; a teammate instead of opponent. Zaroff, a Bolshevik, who owns the private island, dangles the proposition of hunting his two remaining guests: Martin(Robert Armstrong) and his sister Eve(Fay Wray). Bob flatly turns down the offer. Count Zaroff calls this game ""outdoor chess"" when it's Bob and Eve's turn to play. Bob gets a knife. Eve gets nothing to counter their common enemy. This outdoor chess Zaroff invented is a game meant for two human animals, mano a mano. The Count deeming Bob as a formidable opponent. With the woman, he's playing checkers.""I will play the ***t out of checkers,"" Grace declares before she goes downstairs. By the break of dawn, she gets to the other side of the board. The winner doesn't say: ""King me,"" but that's exactly what Grace does.","
            7/10
            "
"mjfhhh","4 November 2019","Some say things go downhill after marriage but with Grace and Alex they get a particularly sinister turn. On the night of their marriage Grace is forced to pull a card from an ancient box - a heirloom of her new family. This is the game each new member of the family has to play to insure its future prosperity. Usually the game is harmless, but Grace pulls out ""Hide and Seek"", which means her in-laws are supposed to hunt her down and murder her before sunrise...READY OR NOT Is a tongue in cheek horror movie, as satirical as it is terrifying. Playing with the concept of murderous in-laws it shows to what extreme one has to go through to belong to a new family. Samara Weaver fills the shoes of a fragile heroine who quickly learns survival skills in a labyrinthine gothic mansion, when like many newly weds she realises there's no happily ever after.The film has a perfect pacing and a great cast, each of them with some memorable idiosyncrasies that make them very much alive. Adam Brody, a divided brother of the groom is a show stealer, and Andy MacDowell shines as the family matriarch and a reluctant killer. Her character's transformation in the film is the most interesting one.The soundtrack by Bryan Tyler is incredible and is the heart and soul of the film. It also makes a great stand alone listen.READY OR NOT has enough suspense murders and gore to satisfy a seasoned horror movie lover and its cleverness is what makes you talk after the credits finish rolling. The script may be very simple but this is also the case when simple means simply awesome.","
            10/10
            "
"jonahstewartvaughan","6 February 2023","Ready or Not (2019)(8/10):While not a Valentine's horror movie it does all take place the night that a couple have become newlyweds, but the family has a tradition.The family tradition involves that when a new member of the family is going to be added into their lineage they must play a game that is determined by a box that imprints the name of the game on a blank card,however the bride of the family member failed to mention that if it's hide and seek and she is found before dawn,his family will sacrifice her life Satan.It's a bloody good time,it has a twisted sense of humour and Samara Weaving kicks ass as Grace.The In-Laws are a mixed bag of cooks and whack jobs as well as your traditional stiffs.The effects are solid and it is overall just a fun time.It takes an idea and it rolls with it as well as also pushing it to the extreme,while still keeping a sense of humour about itself.The costume design and the sets are all great,the mansion looks fantastic.It's definitely a fun flick to watch around Valentines or just whenever, either way I recommend it.","
            8/10
            "
"aji4u4ever","30 November 2019","Well! Well! Well!
A family ritual goes wrong when the victim turns rogue.
I should say that director duo Matt Bettinelli-Olpin & Tyler Gillett's second full length feature film was an absolute entertaining horror thriller laced with good comedy that will make you laugh even in tense situations. Amazing camerawork, lighting and performances by the lead actors especially Samara Weaving makes this movie a memorable one. Even though the movies is kind of predictable but the execution and narration will keep us engaged. Tyler Bates Background score was an added advantage.
I should say Ready Or Not is a best example of horror movie with violence and horrifiying tensed scenes and not without jump scares.are you READY OR NOT???","
            8/10
            "
"brankovranjkovic","26 September 2019","Horror.Starts with a wedding at the luxurious family estate, the new bride needs to play a random game picked from a mysterious box. The game picked this time is 'hide and seek', this is a wedding night initiation for the rich family.The game turns out to be a very violent and gory fight for survival, the bide must die before dawn or all the family will perish. It looks like they ran out of ideas as the ending is a very abrupt spray of blood and guts everywhere.A very simple plot, and not funny enough to be a comedy, don't bother - sorry!","
            2/10
            "
"Anurag-Shetty","15 September 2019","Ready or Not tells the story of Grace(Samara Weaving). After getting married, Grace's wedding night takes a malevolent turn, when her in-laws force her to take part in a horrifying game.Ready or Not is a highly entertaining film. Directors Matt Bettinelli-Olpin & Tyler Gillett have perfectly blended comedy with thriller & horror elements. The tense atmosphere has been maintained throughout, despite all the comedy. The performances are the highlight of the movie. Samara Weaving is the star of the show as Grace. Weaving gives us the performance of a lifetime, as the lead character. Adam Brody is spectacular as Daniel Le Domas. Mark O'Brien is outstanding as Alex Le Domas. Henry Czerny is brilliant as Tony Le Domas. Andie MacDowell is superb as Becky Le Domas. Melanie Scrofano is excellent as Emilie. Kristian Bruun is hilarious as Fitch Bradley. Nicky Guadagni is fantastic as Aunt Helene. Elyse Levesque is great as Charity Le Domas. The supporting cast is impressive. Ready or Not is worth a watch for horror/thriller/comedy fans. This film is definitely one of a kind, in many ways.","
            8/10
            "
"Larsii90","5 January 2020","Despite some predictable moments and dumb decitions I enjoyed it. Creepy and fun premise, setting, good cast and characters and great acting. It was twisted, gory and went in new directions several times. It kept me guessing and I would recommend it. Something different! Sadly you can't expect horror flicks to be good anymore, but this surprised me!","
            9/10
            "
