"Title","Usernames","Reviewer_Date","Reviewer_Content","Rating"
"Happy Death Day","kaefab","22 October 2017","I am 45 and i have been watching horror movies since i was 12. My first being Halloween 2.No horror movie score a 6.7 right there the rating is fake and people who post all those positive reviews are fake too, this movie is rated PG13 for god sake.I have seen fake reviews compare this from ground hog day to scream... really hey no not at all sorry.First of all you take a bunch of annoying people, the lead its hard to have pity for her, yes i remember my teenage years and women like her treating me so bad, so i could care less about her character getting killed like 20 times in the movie. You have to give the audience something to care about the lead this one does not. Or all her annoying friends.Pretty much so called actor in this movie is annoying from start to finish. I am glad this was a double feature and i did not pay full price for this garbage.I really hope that people get this movie close to a 3 or a 4 which is what it deserve.","
            9/10
            "
"Happy Death Day","UniqueParticle","13 November 2019","A delightful horror film is always better than a traumatizing one! Exciting music and great story. So happy I own on Blu-Ray and iTunes, Happy Death Day is great fun and not enough talk about it. Jessica Rothe is a very good actress and I love the mask! Loop type genres tend to not do well but I think this is quite effective in many aspects!","
            1/10
            "
"Happy Death Day","trnjamesbond","28 October 2017","Happy Death Day is one of the worst horror films of 2017. The cast is highly irritating, and just forgettable. Tree Gelbman yes you read that right, the main character is named Tree, played by Jessica Rothe. Her character is nothing that I even care for, just an ignorant girl from a rich family acting like she is better than anyone around her, her sorority sisters are just as pathetic. So here we sit watching some over privileged character walk through the steps of a ""Groundhog Day"" style film, living her death over and over again, which was portrayed in the trailer. Scott Lobdell was the writer for this terrible film, and in my opinion highly plagiarized from Groundhog Day, except this hack of a writer will not be sued because the story was tweaked enough and he turned it into a horror slasher style film, instead of a comedy. If people want to pay money to see such drivel then by all means, go right ahead. There is no likable character, I wanted them all to die, and there is no point to see this film unless it's something to fall asleep to. That's it folks move along now nothing to see here. 6.7 is a fake rating made by this fake website and fake people. This is a big old zero people. Avoid at all costs.","
            7/10
            "
"Happy Death Day","Michael_Elliott","28 January 2018","Happy Death Day (2017) ** 1/2 (out of 4)Tree Gelbman (Jessica Rothe) wakes up in the dorm room of Carter (Israel Broussard) after a night of drinking. She can't remember him or anything that happened the night before but she goes about her day but later that night she is brutally murdered. She then wakes back up in Carter's room and relives the exact day only to die again. This here keeps on happening and she must try and figure out who is killing her.If GROUNDHOG DAY and IT'S A WONDERFUL LIFE had a baby it would turn out to be something like HAPPY DEATH DAY. It's funny but I've read a lot of reviews that called this movie fresh and original but I personally don't see how those words could be used because this is basically that Bill Murray film except with a killer. With that being said, the film kept me mildly entertained while watching it but the ending left me somewhat cold and confused and the more I thought about the picture the less I liked it.As I said, this here is basically GROUNDHOG DAY all over again but thankfully both Rothe and Broussard were good enough in their role where we cared about them. The film is basically a character driven film where the Tree character is constantly having to change the type of person she is and I thought the actress did a very good job in the part. She certainly made us feel that all of this stuff was happening to her and that it was changing her. I will also give the film credit for keeping you off guard as to who the killer is. The various problems with the film include the fact that it's really never scary and none of the attack scenes contain any tension. I'd also argue that the film falls apart in the final twenty-minutes. I'm not going to spoil anything but the ending just doesn't work at all and especially once you start to think about it and go over the earlier events in your head. It was a nice attempts but it just didn't work.HAPPY DEATH DAY is one of those films that will keep you entertained while you watch it but afterwards it just won't leave that much of an impact.","
            10/10
            "
"Happy Death Day","damianphelps","26 July 2022","Ground Hog Horror Day?This is a pretty fun movie, not scary or bloody but clever and properly entertaining.The cast are plenty of fun and the movie keeps you in the whole way.Nice watch :)","
            2/10
            "
"Happy Death Day","davidt-73859","4 October 2020","One of my all time favourite movies it combines 2 things i love time loops and horror. Have seen this a total of i think 5 times now and its still just as good as seeing it for the first time.","
            8/10
            "
"Happy Death Day","thirtyfivestories","16 October 2017","A poisonous sorority has inundated Bayford University with bitter rivals. A calorie cutting agenda cuts the crop of wishful debutantes, while 3 a.m. pledge inductions bloat testosterone and deplete respect. A mire of social cannibalism, the school common reeks of misappropriated ambitions.Tree, a sisterhood loyal, wakes in a pseudo-nerd's dorm room from a painfully obvious and contradicting ring tone. The three letter word illuminating from her screen elicits audible disdain. The seeds of selfishness are planted as she bosses around the servant boy who never deserved to care for her.Karma should never be laughed at, but here it is a tone-deaf joke. Tree has ample opportunities to correct her putrid elitism, but even death needs a few semesters' worth of lectures to make a dent in her obnoxious personality. With protagonist that even the most condescending individual would despise, the narrative throws all stakes in a fiery garbage bin where its victimizing one liners should have rested.When a film's universe is intrinsically tethered to time, it becomes inexcusable to disregard time frames entirely. The viewer becomes punished when they dive into the intricacies of the events that the film subjugates upon the audience repeatedly. No matter how long Tree stalls in waking moments, or how swiftly she jets out of the stranger's door, a timer starts when it is most convenient for the pitiful visual gags to wear themselves out.A heavy handed score mixed with the most ""paper due at midnight"" twist push this narrative into new depths of apathetic storytelling. Avoid this film if you have a weak neck, because you are bound to shake your head every two minutes. No laughs are intentional, and this meme nursery only succeeds in being needlessly offensive.","
            8/10
            "
"Happy Death Day","mattkratz","24 June 2019","A college sorority girl is murdered on her birthday and then gets caught in a time loop, which she spends trying to figure out how to improve herself and who did it. A clever concept.
I loved the loop scenes and the references to movies like Groundhog Day and They Live. I also loved the sticker, ""Today is the first day of the rest of your life.""
There were enough shocks and humor scenes to satisfy anyone. Jessica Rothe was great in the lead.*** out of ****","
            5/10
            "
"Happy Death Day","Floated2","9 November 2018","Happy Death Day was seemingly a great success for Blumhouse productions. The film is quite what to expect by the trailers and overall plot synopsis. It is considered a slasher horror film but can also be somewhat described as a sci-fi romantic comedy in a sense.The cast is great as this may be a star turning into performance for lead Jessica Rothe. At the beginning we can see as she may be somewhat unlikable but as the film progresses, she develops into a strong character in which we root for.Filled with several clever twist and overall a film better than it should have been. The sequel is coming out next year in 2019 and perhaps if is a bigger success, we may see a third. Overall Happy Death Day is a great ride from start to finish and well done.","
            6/10
            "
"Happy Death Day","mhorg2018","24 October 2018","While this isn't all that original, it was entertaining and fun, and did have some interesting plot twists. The lead, Tree goes from being totally unlikable, where I was glad she was getting killed - to being very likable and I was glad to see her change. The violence is a bit toned down and it isn't gory, but that's not a bad thing since the story carries it rather than depending on gruesome scenes to keep one interested. I went in with low expectations but when the movie ended I was glad I watched it.","
            1/10
            "
"Happy Death Day","juneebuggy","1 November 2019","Set up like Groundhog day with a college student trapped in a 1 day time loop that forces her to relive her birthday, over and over again which ends with her murder at the hands of a masked madman. She tries to figure out who the masked man is, narrowing down the pool of suspects on the campus as she tries to solve her own murder.This was a decent enough slasher film. I enjoyed watching the b1tchy mean girl change as the days and her repeated murders went by. She actually seemed to get prettier the nicer she got. A twist at the end. I was never sure whodunit, lots of suspects.","
            5/10
            "
"Happy Death Day","TheOneThatYouWanted","15 September 2018","Would have been a million times better if that one guy, who plans the girl's future love interest was a better actor. What a waste of a film. All because of a single talentless actor.","
            3/10
            "
"Happy Death Day","brankovranjkovic","4 November 2017","Comedy, horror drama. The heroine played by Jessica Rothe is murdered at the end of her birthday! The murderer is disguised by a 'baby face' mask, and she immediately wakes up at the beginning of the same day, over and over and over again. She now knows what will happen during the course of the repeating day and we then see her murdered again, each time in a different manner. Every time she wakes we see that she has suffered some injury relevant to the murder, and these accumulate over the passing days. Her urgent need is to slowly piece together the evidence in the course of each repeating day until she can determine who the killer is. Every morning her frustration grows but at least she slowly progresses towards knowing who the killer is. Every morning we see her realise that reliving the same day gives her the opportunity to slowly learn how to be a better person. Comparison with 'Ground Hog Day' and 'Edge of Tomorrow' are inevitable – GHD is even referenced at the end during a brief conversation. Jessica Rothe's performance is the only thing stopping this feeling like a very low budget made for T.V. movie.","
            10/10
            "
"Happy Death Day","dth_bhk","26 November 2017","It was horrible, I still can't believe I wasted time watching this. Another question is how did this make it to the theater? It's like one of those choose your own path books you used to get at the library in primary school, but the person before you ripped all the paths out but 3, and all were bad. Don't waste your time!!","
            10/10
            "
"Happy Death Day","briant2","5 May 2020","This movie is great. The acting is fabulous. Jessica Rothes performance of a self absorbed college student transformed to a real human being is what this movies strength is. The slasher part is pretty well done as well never seen it done before like this","
            3/10
            "
"Happy Death Day","endresslara","26 March 2021","Classic time loop, quite predictable but still enough action and fun to make it good.","
            8/10
            "
"Happy Death Day","swilliky","18 October 2017","Taking a popular trope and splashing it onto a teenage thrasher doesn't do much for this dull horror release. The strangely named Tree Gelbman (Jessica Rothe) is a shallow sorority girl who goes through her day selfishly blowing off others and insulting everyone she knows until she is murdered. She wakes up to find that she is repeating the same day over again but this takes a little longer than it should, especially since they advertised this film a lot and audiences are here for the conceit. She's murdered again and freaks out as she wakes up in the same position. No matter what she tries, she keeps getting murdered by a mysterious figure who wears the baby mascot mask. The murders are not very clever but the killer is very determined to take out Tree.Tree keeps waking up in the dorm room of Carter (Israel Broussard), a guy she drunkenly went home with last night though he did not have sex with her. As she goes through repeated trauma, he turns from a total strange into a trusted ally that she asks for advice. He is skeptical each time the day resets but entertains the scenario and gives her advice of using her many lives to investigate who wants to kill her. She investigates the people who might hate her like the sorority leader Danielle (Rachel Matthews) but she rules them out right before she gets murder. The inevitable montage of repeated death plays out as she reduces the suspects. She was having an affair with her doctor professor Gregory Butler (Charles Atiken) but eliminates his wife Stephanie (Laura Clifton) as her murderer.Check out more of this review and others at swilliky.com","
            8/10
            "
"Happy Death Day","mrashtastic89","4 May 2021","Let's start off with the obvious, these leads are fantastic, they have excellent chemistry, make us root for them, and Jessica Rothe as tree was great, and Tree isn't your typical final girl, she's smart, she's fun, and she never takes herself too seriously.Let's mention the other thing, Christopher Landon knows how to make horror spins on comedies, it helps that he's sincere with his filmmaking, he's not just targeting a key demographic, and as a horror comedy, it has many inventive jokes, it even straight up references Groundhog Day, so if you're looking for a great horror comedy to watch, it's got my recommendation.","
            8/10
            "
"Happy Death Day","sandor6","31 October 2021","I absolutely loved it. During the movie there's only the same thing happening over and over but the development of the characters and the excitement, even though you know what will happen gets you sucked into this.","
            7/10
            "
"Happy Death Day","natswim","25 August 2019","I went into this movie with no expectations. The concept as advertised seemed interesting to me, but I figured (as with most modern films) that it would end up being a gore-fest or that it would somehow be ruined with special effects or whatnot.I actually found this movie to be great. Funny, sweet, entertaining and actually a really great plot. I recommend going into this movie as I did, not knowing much about it except for what is advertised, and be prepared for a pleasant surprise!","
            2/10
            "
"Happy Death Day","Hey_Sweden","1 March 2019","Theresa ""Tree"" Gelbman (Jessica Rothe) is a stuck-up, self-absorbed sorority girl who's having one Hell of a very bad birthday - over and over and over again. It always ends with her being slaughtered by a masked maniac. Frustrated beyond belief, she tries various means of breaking the cycle, sometimes with the help of a nice-guy frat boy named Carter (Israel Broussard).""Happy Death Day"" is a reasonably clever attempt to blend the ""Groundhog Day"" premise with a conventional modern slasher; it's no great shakes, but it held this viewers' attention thanks to tip-top pacing and a genuinely high excitement level. Plus, part of the whole point of the story (concocted by Scott Lobdell) is the Tree character arc: she starts out as pretty unlikeable, and soon starts regaining her humanity, eventually realizing that each day presents more opportunities for her to be a better person (the films' main message).Given that the rating is PG-13, some viewers will be let down by a lack of nudity and excessive gore, but the film doesn't really need these elements to work. It benefits from a very capable performance by sexy lead Rothe, who becomes completely irresistible when she channels her inner badass and attempts to take the fight to the person whom she believes to be her nemesis.The performances by the largely no-name cast are engaging: Ruby Modine as Lori, the roommate, Charles Aitken as the married professor / lover, Rachel Matthews as the snooty Danielle, Rob Mello as a criminal named Tombs, etc.All in all, a respectable effort, well directed by Christopher Landon (the son of Michael Landon), that has already spawned one sequel (with a number of the same characters / cast returning).Still, this viewer felt that actually name-checking ""Groundhog Day"" at the end really wasn't necessary; most of us get the joke.Seven out of 10.","
            6/10
            "
"Happy Death Day","RussHog","11 August 2018","If you like the movie Groundhog Day than you will hate this movie. It's a total rip off. (Not in a good way - in a way that is so obvious and lazy it even references the movie at the end as a final joke.) This lady thinks only of herself and she has to die a bunch of times to learn her lesson - than survive and move on with life. The killer mask is a sorta cool design but the entire premise of the movie is flawed deeply.","
            7/10
            "
"Happy Death Day","Fernando-Rodrigues","7 July 2021","The movie transits very well between horror and comedy, and it's fun, fresh, and subversive! Definitely, one of the best Blumhouse productions.","
            1/10
            "
"Happy Death Day","sbweightman","25 June 2019","The plot has some pacing issues but manages to both defy and fit convention in its style and execution. Great performance from Rothe in the lead and a good range of support characters.","
            5/10
            "
"Happy Death Day","aloysius_predato","11 October 2017","The first thing you need to do is ignore any positive review of this film. There is no doubt in my mind that most if not all of these were written by persons connected with the film in some way. This movie is utterly AWFUL! Now, I cannot deny that Christopher Landon and Scott Lobdell are meekly innovative in unraveling this tale, but this is not enough to save the film. Sure, Happy Death Day will be able to score numerous jumps on people who don't watch horror movies for a living, but how hard is that. Sorry, I'm not trying to be condescending to anyone. I pride myself on my stolid nature, and I have little in the way of a life. I assume that you do, and it is my hope in writing this that I may prevent your wasting time and money in the name of Happy Death Day. You see, I'm much like many of you. I slave day in and day out beneath the yoke of mundane tasks simply so that I can continue to do so. When the week ends, I need the escape that the cinema often provides. When the escape is inadequate, I take it personally. In the case of Happy Death Day, I found myself wanting to escape the very showing of the film itself. Sure, I could have left, counted my loss and been a better man for it, but I persisted. Why? I did it for you. In theory, I wasted my time so you will not. Please, do not render my sacrifice vain. If you must see something, theaters usually boast many options. I guarantee that Happy Death Day is the worst option that exists at the present time, at least in my town. Happy Death Day is peppered with characters that do naught but remind me of people I hated in college, or, at least, ½ dimensional cardboard cutouts of those people. Jessica Rothe's protagonist, Tree, is thoroughly unlikeable from beginning to end, even after she undergoes her Hallmark-esque epiphany. I hope I didn't spoil the obvious. In any case, Rothe's performance is utterly forgettable, and, in my opinion, Landon could probably have replaced her with any mildly attractive barista in the region and achieved the same result if not better. Not only did I want to strangle Tree every time she opened her mouth, but I also wanted to strangle myself for buying the seat. Perhaps you wonder why I did not go into specifics. There really are no specifics, it's just bad, there was nothing good. It's a roller coaster ride, but not a good one; it was like one of those traveling midway coasters that give you whiplash and have you fearing for your life. I was waiting for Scooby, Shaggy and the gang to pull up in the Mystery Machine and help Tree discover who's killing her. THAT would have made for a better film. Plus, if you are intent on seeing it, who am I to spoil it. Lastly, when did a female's bare upper back begin to qualify as partial nudity? Did I miss something? I guess, technically, they're not lying, bare skin is nude skin, but, for those of you who might have been hoping for something more pulse inducing, there's nothing for you on this front either.","
            6/10
            "
"Happy Death Day","movieman6-413-929510","13 February 2019","Happy Death Day is a new horror mystery film directed by Christopher Landon, the director of Paranormal Activity: The Marked Ones and Scout Guide to the Zombie Apocalypse.
The film is about the student Tree Gelbman (Jessica Rothe). When she wakes up on her birthday in the bed of her fellow student Carter Davis (Israel Broussard) she tries to get through her day in her normal student way, but when she is followed in the evening and killed by someone with a baby mask, she revives she's her day again.
When the same thing happens again the next day, she learns that she is stuck in a timepiece and she is doomed to repeat this day until she can expose her killer and learn how to prevent her death.
This horror film is soon made by using a timepiece as a movie like Groundhog Day, but then in a horror jacket. Films with a time magnifier can be fun, but this is the third movie this year that uses a time magnifier in the story, after Before I fall and 2:22. If you've already seen one or both of these films this year, the use of another time magnifier in another movie can happen repeatedly. Luckily they know how to keep this film interesting for the public by using a masked killer. This way you as a viewer can try to guess who the perpetrator is. It is unfortunate that the perpetrator can easily be identified if you keep paying attention during the film. This way you can be ahead of the film and lose interest when they are behind the wrong suspect. If in the end the reason of the killer is made known, this reason can also be disappointing. The reason may seem somewhat faint and weak for some.
The film also becomes more comical rather than scary at one point. For example, the film for people who go to the cinema for a horror movie may be a bit disappointing. Furthermore, the film is more fun for a young teenagers of just over sixteen, because for older viewers the film in terms of horror a bit disappointing, because in the end it is more fun to laugh than the movie is really scary.
The cast of the film does consist of a group of beginning actors. Fortunately, most of them know how to communicate credibly that they are in a time-saver by repeating certain scenes in a credible way. Jessica Rothe does a good job as the lead actress in the film. It's nice to see how she adjusts her character during the film, to find out more about the identity of the killer.","
            8/10
            "
"Happy Death Day","nathanmanson","4 July 2019","It was a very good easy watch with some good acting. Jessica Rothe was outstanding and played her role perfectly. I guessed from the start who the killer was going to be it wasn't that hard to guess. The film made sense and had a good ending so I'm happy. Definitely going to watch the second one.","
            8/10
            "
"Happy Death Day","oscaralbert","16 October 2017",""" . . . it's not like I ordered a foot-long!"" bulimic sorority snob ""Tree"" Disses ""Tim"" in the heart of Rump Country at the beginning of HAPPY DEATH DAY. Set and filmed in Deepest Darkest Deplorable Louisiana, HAPPY DEATH DAY is Universal Studio's Latest Fright Fest carefully crafted to reveal the True Horror of White House Occupant #45 (aka, Red Commie KGB Chief Vlad ""The Mad Russian"" Putin's lap dog, Don Juan Rump). Multiple HAPPY DEATH DAY actors don uncannily life-like Rump Masks to slice and dice members of a thoroughly terrorized campus community here. With Rump following Putin's Marching Orders to literally slash funding for College, Dreamers, Poor People, At-Risk LGBT-Q Folks, and Food Safety Inspectors--to name just a few Disaster Zones--it's fitting that Universal's Plot revolves around poisoned bakery goods and geriatric white male serial killers. Plus seeing Giant Rump Heads (minus the wrinkles, of course) popping up all over a college campus is the SECOND worst thing imaginable, only paling in comparison to having the Real Life Red Commie Traitor Rump leering at us from the White House!","
            4/10
            "
"Happy Death Day","george.schmidt","15 October 2017","HAPPY DEATH DAY (2017) *** Jessica Rothe, Isareal Broussard, Ruby Modine, Charles Aitken, Laura Clifton, Jason Bayle, Rob Mello, Rachel Matthews, Phi Vu, Cariella Smith, Caleb Spillyards. ""Groundhog Day"" meets ""Scream"" easily could have been the pitch for this better-than-anticipated slasher flick with college co-ed Rothe (remarkably resourceful and a fresh presence welcomed) who finds herself re-living her birthday in which a masked man kills her with the only way to break the loop of time repeating is to solve her own murder in the process. Fun, funny and even thrilling thanks to a game screenplay by Scott Lobdell and some inventive direction by Christopher Landon.","
            10/10
            "
"Happy Death Day","randyfromscream","13 October 2017","I'm not mad, I'm just disappointed. Don't get me wrong they're good concept of the film but I don't think it works a lot in this movie. Their few plot holes in this movie and the motivation doesn't make sense. I prefer It (2017) over this film. I don't hate the film, I just don't like it. If you a fan of Scream or Groundhog's Day (maybe) then it's not the film for you.","
            7/10
            "
"Happy Death Day","gabriel_sanchez","20 December 2022","If this movie were a standalone movie, it would flop. There are a some plot holes that only the sequel explains. But I see they envisioned this as a sequel from start; I assume they would try to fix these holes if this were a one-time-only movie.The promise of the premise is frantic, but acceptable. Overall, I didn't have any problems with this movie. Considering this is a story split in two, this movie is quite enjoyable and the story is well-thought of.It is so well-thought of that it prompted me to watch the sequel right away.Recommendable if you want to watch some korky slasher movie with a hint of Butterfly Effect.","
            9/10
            "
"Happy Death Day","PyroSikTh","18 August 2020","I did not like Groundhog Day. I know, sacrilegious of me as a movie fan. I found it overlong and after a while the timeloop concept got boring. In fact I tend to dislike time-loop concepts as a rule of thumb. Doesn't matter if it's a movie, a TV show, or a single episode, they all just mould into the same story in different skin. But every now and then someone comes up with a new idea to shake it up. I was quite keen for Palm Springs, but whoever owns Hulu these days decided not to release it internationally. So while I'm left here twiddling my thumbs wondering whether that'll ever leave the American continent, I instead decided to watch another time loop movie that's been sitting on the watchlist for a while, with the interesting twist of being a slasher flick!Happy Death Day follows Tree on her birthday as she wakes up in a stranger's dorm room, hungover, avoids her father's calls, and is murdered on her way to a surprise party by a killer in a baby mask. Time loop time! She wakes up back in that dorm room with her hangover. Happy Death Day goes through all the same tropes as every other time loop movie, including the initial confusion, the realisation of what's going on, a montage of her enjoying her consequence-free freedom, having to explain to friends her situation over and over again because they keep forgetting, and desperately trying to avoid her fate by leaving or trying to outsmart the killer. Of course eventually she's persuaded into trying to discover who her killer is thinking this will set her free from her time loop, and that takes up the majority of the movie's runtime.Tree is like every time loop protagonist at the beginning of their stories; selfish, narcissistic, and a complete a**hole. But, as with every time loop story, she becomes aware of her actions and how horrible a person she really is, and becomes better and more caring by the end. Thankfully Jessica Rothe is so effortlessly charming and lovable that it becomes very quick for us to become endeared by Tree. We never particularly see her progression from b*tch so genuinely nice person, but we do see a whole new side to her open up as the loops go on, and it's at least clear from the offset that she is nowhere near the biggest b*tch of the movie. This all makes her final confrontations with everyone in her lives; the sincere apologies, the petty revenges, the genuine care for her friends, all the more impactful. While the scene with her opening up and apologising to her father wasn't going to win anyone any awards, it was hard not to moved by it even just a little bit. And she's no damsel in distress either, taking matters into her owns hands and showing smarts and competence as well. Token horror female bimbo she is not.As previously hinted at, Jessica Rothe is a revelation. She didn't particularly blow me away on the grand stage of acting, and she maybe lacked a little subtlety in her emotions, but she managed to carry the movie effortlessly, and was a far cry from the soap opera quality of acting I was sort of expecting. She has buckets of charm that made it really easy to root for Tree, and important quality for a protagonist, and her emotional range, while not subtle, was definitely worthy of praise. Just the stark differences in her smiles spoke volumes not only of her performance here, but also of how far she's capable of going if given the right opportunities. While her fake smile, her genuine happy smile, and her smile through tears are all functionally the same, each of them were instantly recognisable as to their intent. Almost every one was infectious.Something else that really surprised me about this movie was how downright entertaining it was. Sure, it was maybe a little light on the horror without any kind of gore at all, and the scariest moments were all the most cliche horror can get, but the amount of humour in this movie caught me off guard. This is definitely more of a horror comedy than just a time loop horror movie. And again, a lot of that comes down to Rothe, her expressions, and her quippy improvisations.It's not a work of art, nor does it particularly break any new ground. While being a time loop slasher flick is new, it falls into the exact same pitfalls as both genres at once. The murderer often appears out of nowhere without plausible explanation, and there are so many leaps in logic they're not even worth counting (in all her loops, not once does it occur to her to try and take her murderer's mask off). But this isn't a movie that wants you to think too much. It wants you to switch off and get taken for a ride. There's twists and turns that only work if you don't spend the whole movie actually chasing the answer.I had a fun time watching Happy Death Day and I'm definitely intrigued in watching the sequel, especially considering it follows the same cast of characters. I'm sure it can be enjoyed picking every little detail apart and pointing out every inconsistency (something I definitely did every now and then while watching), but it's just meant to be a good, fun time at the movies. And at that it absolutely succeeds. Tension, laughter, surprises, and maybe a little bit of a tug on your heartstrings, driven by an obviously talented actress carrying the whole movie on her shoulders as if it was nothing. I give Happy Death Day an enjoyable 7/10.","
            5/10
            "
"Happy Death Day","andyajoflaherty","25 September 2022","What happens if you cross Scream with Groundhog Day? Happy Death Day follows pretty obnoxious and unlikable college student Tree as she sleeps around, treats people like garbage and skips class.... and is then murdered on her way to a party. She then wakes up again that same morning to live that day again, and again, and again, but no matter what she does or where she goes the killer finds her and kills her in a multitude of different ways. Tree has to work out who is killing her, why... and how many times she can keep coming back.I really liked this film. Despite being a mashup of tried and tested ideas it somehow has put them together in a way that feels fresh and interesting. Tree, although starting as a horrible person goes through the predictable arc of becoming a better person, but that aside you never know what's going to happen next, which is quite impressive considering it's infinite loop plot. It's tense, exciting, funny, creepy and unpredictable... and despite the reveal not quite matching the quality of the rest of the film, it still manages to be one of the best horror films I have ever seen. If you are a fan of horror, this is utterly essential viewing...","
            2/10
            "
"Happy Death Day","Prismark10","15 July 2018","To be fair to Happy Death Day. It does acknowledge its debt to Groundhog Day however the concept of the film is not without its problems and it does run out of steam part way through. The film realises this by coming up with a splinter plot and a twist by which times it gets rather convoluted.The film begins with Tree (Jessica Rothe) waking up in the dormitory room of nice and plai student Carter (Israel Broussard.) Tree does not know him and she only met him the night before which involved drinking and presumably some sex. Tree does not remember much about what happened the night before and Tree quickly rushes out of his room.It is her birthday, there is a surprise party planned by her sorority, she is having an affair with a married lecturer and she is murdered by a masked man later that night only to wake up again in Carter's room.The scenario keeps repeating itself so Tree needs to figure out who is trying to kill her but she also resolves to become a better person rather than be one of the selfish means girls she hangs about with.As she tries to unmask the killer there is an escaped serial killer subplot. Tree misses many opportunities to just run the masked killer over. In fact Tree would had been better off to go get a Magnum 45 and blow the killer's head clean off when they showed up. It would had been a short movie though.The film does try to be smart with its plot. It is a nice mixture of horror, thriller and comedy but it just runs out of gas. Each time Tree wakes up and leaves the dormitory the same events take place outside even if she rushes out of Carter's room or stays in to talk with him. That certainly is timey-wimey gone wrong.","
            7/10
            "
"Happy Death Day","ajstuns","23 November 2017","i think this is one of the worst year for Hollywood.most of the movies are below average.this movie is one among the another trash slasher comedy of Hollywood.the acting of the lead actress is poor, but she is excelled in condescending scenes of her in the movie.the biggest failure of this movie is its script.simply showing some stupid things here and there and unwanted inclusion of characters..","
            10/10
            "
"Happy Death Day","TheHoodOfSwords","14 August 2019","Good movie, not great. But it's a nice flick to put on, I like the fact that you can kind of look at it as satire, horror and comedy. It's hard to say if it should be longer, its short coming in at a hour 36 minutes. But it's a okay length and worth watching.","
            5/10
            "
"Happy Death Day","batmanjokercatwoman","21 October 2017","The character of Tree starts off as this unlikeable character that represents the selfish but pretty blond girl whom you expect to be killed in slasher films. Which is exactly what happens to her, the only difference is she doesn't stay dead and when the day loops backs she's only one to remember the event. This sends Tree on a journey of highs and lows, at first she's in denial, then she's traumatised and then she starts to enjoy it. As she begins a murder mystery to hunt down who's going to kill her. Until all her previous deaths begin to take a toll on her physically and mentally, she realises she can't keep looping too many times. Through this we see her grow as a character and become the heroine we all route for.Newcomer Jessica Rothe delivers a great performance, with some great comedic timings as well as some really emotional moments. She also makes Tree's arc believable making it feel natural rather than forced, letting us follow her on her journey while buying into her complexities as a human-being before we get into her backstory. It follows the Groundhog Day formula well, with a few differences such each death having repercussions on her next loop, as well as a very clever twist as to when the loop will finally end. Each repeated day is well done, never feels too repetitive and each time she wakes up represented differently depending on her state of mind with different camera shots and sounds. The film also has the advantage of being a comedy/horror as it never takes itself too seriously and is always self-aware. Like the Scream franchise it's a slasher with a murder mystery plot as well as a satire on horror, along with that it fits well with other recent self- aware comedy/horrors like Cabin In The Woods, Tucker And Dale Vs Evil and The Final Girls.","
            8/10
            "
"Happy Death Day","xristoff93","1 November 2017","Some friends invited me for a horror mystery thriller movie, so all fine by me.But then, the film started.... This was no horror film. Most of the movie felt like American Pie having the naked scenes replaced with some serial killer slaying again and again the same person without any obvious reason(or any reason whatsoever as I realized in the end).Anyway, the actors were not memorable. Their acting skills were okay. I guess they would seem as something more to a teenager and this is why I am amazed by the number of good reviews this film got. The plot moves along in a totally predictable manner. We see repeatedly the same day of a rich sorority girl waking up in the room of some guy who was kind enough to pick up her pieces after she got wasted the night before. Then she goes on her day and gets killed in slightly different manner every night. Then wakes up at the guys dorm again and everything starts happening again until she finally realizes that she is trapped in a triangle-like situation. The theme is one we know all too well,so nothing much to expect there(so much for the thriller and mystery). The protagonist tries to explore some ways of solving the ""mystery"" but drops them all really fast so we see pretty much more of the same with tiny variations,while she tries to act all scared and panicked. Each morning finds her more screamy than the one before and the in- the-mean-time- reactions make things a bit funny or cringy. Certainly not scary or thrilling.The main problem with this movie is that it tries to pass itself as some horror,mystery film while it's a comedy- crime/light mystery, if it has to be called something. It's a total joke of a horror movie. And it would be amusing if it was advertised as such. You cringe,you laugh but you certainly don't feel any threat at any point. And that's understandable since you have little time to learn anything about any of the characters. What do we know? She dates and sleeps around,not surprising for a sorority girl. She gets scared when they try to kill her, but that's a normal reaction for any human being. After reliving the same thing over and over she decides to stop repeating her actions and explore other possibilities, so nothing really interesting here either.In the end we had a movie with much more laughter than the amount justified for a horror film,no plot,not a deep mystery,in contrast to what we expected and no interesting characters. But we still managed to have some fun with this thrash dialogue film. Not really worth seeing.","
            1/10
            "
