"Title","Usernames","Reviewer_Date","Reviewer_Content","Rating"
"Mean Girls (2024)","elizabeth_777","18 January 2024","Ive loved the original movie since i was 11 years old. I listened to the musical the DAY it came out in 2018. I am an OG fan. And i LOVED the movie! I listened the soundtrack before seeing it, and HATED it. But it actually worked really well on screen. There were so many new jokes that made me laugh out loud. I thought they did an amazing job modernizing the film.Angourie Rice is a really good Cady. I know they slowed her songs and lowered the key, but i thought it worked on screen. She fit the role so well.Reneé Rapp is the loml. I rememeber when she took over as Regina on broadway. She is SO good. Her voice!!!!!! And the way she played Regina was amazing. Someone Gets Hurt was insanely good. And i got full body CHILLS during World Burn.Auli'i Cravalho is by far my favorite version of Janis. She played her so well, and her voice is INCREDIBLE. Seriously, i've never liked Janis's character until now.Jaquel Spivey was so funny as Damien. His take on the character was hilarious, and his voice is so good. He did a vocal run in Revege Party that gave me chills.Avantika STOLE THE SHOW OMG. She is SO funny and cute. She was a perfect Karen. Though, i do think ""sexy Joan of Arc"" is much more offensive than ""sexy Rosa Parks""😭😭😭Bebe Woods was cute as Gretchen. I actually hated Whats Wrong With Me in the original musical, but i found myself enjoying it on screen. Sad they cut the Ceasar monologue, she would've ate that.Christopher Briney was Aaron Samuels. Thats a fact. He didnt sing??? He wasnt bad, though. His acting was good. Ive never like Aaron's character.Jenna Fischer, Tina Fey, and Tim Meadows were all amazing.And the cameos from Lindsay Lohan and Ashley Park made me scream. So excited about that.","
            10/10
            "
"Mean Girls (2024)","brittva","10 January 2024","My expectations for this remake were low, especially since its a musical.However, I was pleasantly surprised! I enjoyed all the main characters, and also enjoyed the songs.I appreciated that they kept a lot of things the same as the original, even some complete sentences.At times it was clear that the movie was definitely aimed at people younger than me (29), but only a couple times.Generally speaking though, I enjoyed it, it was a fun feel-good movie that I think is a good remake of the original. It won't replace it, but it's a nice addition, and I think the musical-aspect actually works for it.","
            9/10
            "
"Mean Girls (2024)","deadforhope","21 February 2024","Ok so I loved the original mean girls but this is a theater kids fever dream of mean girls and it's not good. Jaws the revenge is an amazing adventure compared to this and to be honest I only made it into the first 5 minutes and had to shut it of because it hurt my soul and now my dog doesn't trust me. So don't waste your time just watch the original or death wish 4 or 5. So if musicals are your thing might I suggest Dancin it's on with Gary Daniels as a mma fighter that owns a hotel for artists and actors it even has a mime !!! Mean girls reboot doesn't have a mine so the new mean girls did not invent toaster strudel.","
            1/10
            "
"Mean Girls (2024)","KFstudios2009","25 February 2024","Mean Girls, directed by Tina Fey, the actress in the original Mean Girls and now back to direct and play in the remake, isn't a good movie at all. It had small details that I appreciated a lot and that's why I was so kind and gave it a higher rating. Tina Fey is probably an ok actress, she has played in a bunch of movies that you have probably heard of, but I don't know how she got the idea to direct this. What was she thinking? What was Paramount thinking in producing this crap? Let's mention the cast first. Angourie Rice in the main role as Cady Heron tried to be as funny and convincing as possible to be the shy, innocent girl that moves into the new, crowded school, yet she is so plastic (And I mean literally plastic) that she just destroyed the atmosphere. By an hour or so you get used to her and forget about it, yet it is still a big problem. The supporting roles does something, but not much. At least they did a good job with showing the different groups and separations, and how hard it can be to try to fit in, and that message was very strong here, and I think maybe two of my stars goes to the moral. Now let's mention our truly beloved director Tina that makes the movie. Her idea of it, in terms of camera angles, music and set-up, felt very unprofessional. The camera filming was hilarious. There was that one angle when someone runned and was holding the camera, so 90 percent of the face came on the screen. And the montage, cuts, didn't have that smooth flow. Sometimes they tried to make a transition through one scene to another, but as I mentioned, it didn't have that smooth movement. But I mentioned small details I liked, so I can say it right away. About when it's a Halloween party someplace in the film, two friends are watching a horror movie, and they decided to put in a scene from Friday the 13th: Part II, that I really appreciated. Small details like that makes the movie a little bit more watchable, and also, Friday the 13th is one of my favorite horror franchises, also coming from Paramount Pictures. Now there is the last thing I didn't mention, probably the most important part of the musical, the songs! Of course, the songs, what about them? Nothing. It was really nothing, garbage, didn't have the beat, probably written by Ai or something, and I think the authors wrote the songs like that on purpose. You know, to annoy the audience. So ok, should you watch Mean Girls the musical remake? No. A waste of time, nothing worth your energy, and now you have been warned.","
            3/10
            "
"Mean Girls (2024)","mlutchman-65167","20 January 2024","If you're going to create a new film, CREATE a new film. It's just a recite of the original with awful acting and the whole thing felt rushed. I thought at least, the songs could save it but not one of them resonated with me. My friend and I were tutting everytime they opened their mouth to sing! Some films are best left untouched, the original mean girls is one of my favourite films of all time. To now have this 'sponsored by elf' film associated with it isn't something i appreciate. I'm guessing it's aimed at a new generation? I think you can make something for young adults, and it still be funny/memorable?","
            1/10
            "
"Mean Girls (2024)","megantwisk","23 February 2024","Okay so this isn't just a little bit bad, its all the way off the chart, unspeakably, unwatchably bad. I'm legit baffled how this car crash got made AND released.I love Mean Girls, my pre teen daughter LOVES Mean Girls and we were both a nervous but enthusiastic at the prospect of a remake. We got 15 minutes in before she said ""please turn it off, this is awful"". ""Thank God"" I said and gratefully complied.Every element was a gaudy yet impressively poor imitation of their original. The musical score was awful (do people really want to listen to this tuneless rubbish?). I assume the score is from the newish Musical? We'd planned to go see it but honestly it'll be a cold day in hell before I put myself through that willingly based on this car crash.It feels cheap, sounds cheap, production values aren't great and has an over whelming air of amateurism.This whole movie should be written off as misadventure and everyone involved should probably be quietly deleting its existence from their CV's. I hope whomever funded it loses their shirts.","
            1/10
            "
"Mean Girls (2024)","smg-06397","10 January 2024","All who were involved did a great job with this - it comes up really well on screen.As a massive fan of the original ir is so hard not to compare it, especially as it has the same story lines and characters.With the dialogue that was the same, I felt the actors in this movie delivered it identical to the original, even facial expressions and the outfits were the same. I would have liked the new actors to have put their own take on it.I went on a preview night, so the cinema was full and with what I assume was all people familiar with the original, so the laughs really only happened with the new material - which I did have some lol moments myself.I didn't care much for the singing, but found it wasn't as often as I thought it would be.Was there a need to remake the movie? I'd say no, but it's fun a great cast and it's enjoyable.,","
            7/10
            "
"Mean Girls (2024)","isaacsundaralingam","2 February 2024","I'll be honest - I'm not a huge fan of the original Mean Girls from back in 2004. Sure it was funny and decently entertaining however, I still don't think it's worth its own Broadway adaptation. I'm also not a fan of musicals in general. So those are two very important factors that could have influenced my dislike this movie, but actually, no. I dislike it cos it's just a disappointing movie.It's almost the same movie as the original, but with none of the charm that made it so memorable. The music is not bad, and that's about the only positive thing I could say. The plot feels incredibly rushed, so much so that it feels like the movie relies on you having watched the original to make up for any missing context. The characters are just not that compelling either - with Cady following a script, the Plastics not being all that mean and Damian and Janis coming across as borderline uncaring and selfish. It feels like an unnecessary movie altogether and does very little to convince you otherwise.That being said, I don't think it's unenjoyable. The high points of this movie being the songs and the vivid choreography does enough to carry it through. Unfortunately, that by itself isn't enough to make a good movie.","
            4/10
            "
"Mean Girls (2024)","parksiet","13 January 2024","There's no Mean Girls quite like the original Mean Girls, but I can't deny that I had a lot of fun here! I don't see a scenario where you don't enjoy this if you loved both the original movie and the musical. Sure, it doesn't change anything much from the original material's storyline, but it honestly doesn't really need to. It's a fun watch with a fantastic cast - Auli'i Cravalho and Jaquel Spivey steal the show! Reneé Rapp and Angourie Rice were also excellent, I genuinely thought everyone fit their roles really well. Unfortunately as good as the cast is, they pale in comparison to the original cast. The movie as a whole could be read as a pale imitation of a better movie - it's basically the original with musical numbers added in. It's goofier and less incisive than the original, lacking a lot of the bite the 2004 films had, but still has some fun moments. I love Tina Fey, but damn she just recycled exact dialogue. It was like 80% identical, including a lot of the jokes, spoken by actors who are too aware of the original material to be able to deliver it in any way that can be considered fresh. The movie worked best when it wasn't trying to just recreate iconic moments from the original and instead just did its own thing. I think my biggest issue with the movie is that it avoids doing any of the character work the original did, instead opting to assume the audience knows these characters and what they want already - just going through the motions of the story, iconic moment after iconic moment.But what the hell? You know me, I love musicals! I had fun! I thought it was good! I've had the songs stuck in my head since I saw it! People in the theatre were laughing and enjoying it! Sure at times I saw the streaming film it was intended to be, but I am so glad it got upgraded to a theatrical release as this is a movie worthy of seeing on a big screen with an audience!Not since Rob Marshall and Chicago has a feature film debut shown such a confident, innate understanding of the musical genre and how to make it cinematic for a modern audience. You can tell this is the directors' first feature, but it's a good first feature, with a lot of creativity especially with the camera, lighting, and staging of the musical sequences. Coming from the perspective of someone who adores the 2004 film but never got the chance to see the Broadway show - I was really blown away by the music-such memorable songs and so well woven into the story. I wouldn't say it's the best musical out there, but it worked for this! The film feels charmingly familiar but also alive in a fun, fresh way. I liked it; Mean Girls (2024) is a fun, fetch way of rewatching the original!","
            7/10
            "
"Mean Girls (2024)","cahidi","4 March 2024","When I heard that Tina Fey is remaking Mean Girls into a musical, I was kinda excited. But after watching it, I have to be honest, it's kinda underwhelming. I'm not an expert at criticizing movies, so I can't exactly tell you what didn't work. All I know is that several things were changed. Like how Cady doesn't have a Dad in this version. I personally think that it ruined the happy family dynamic that Cady once had before she turned into a Plastic. Thus diminishing the conflict with her mother when crap hits the fan. They also shift some things around like how Janis took Cady under her wings on Cady's first day of school. She's also got into the Plastics that same day. It kinda rushed the story, since in the original version, nothing happened in the first day. They also omitted several funny stuff like how when Cady tried to get Aaron to go to the place where Regina was cheating on him, it turned out to be the Coach and one of his female students. And like how the Jingle Bell's Rock dance which went sideways when Gretchen accidentally kicked the boom box into her boyfriend's face. Funny little things like those can ruin things if you remove them. They also removed the scene which showed the audience that all the girls have made peace. And that's a minus too, at least for me. The only thing I like is that scene where Cady and Regina forgave each other. That didn't happen in the original version. I don't wanna be mean, so I added another star to my original rating, for Tina Fey.","
            6/10
            "
"Mean Girls (2024)","willphelan","15 January 2024","This film failed to justify its own existence. This remake keeps a lot of jokes from the original movie but doesn't execute them as well. The film also gets rid a lot of the original film's funniest jokes. It seems like most of the jokes they removed were the ones that could be seen as controversial or offensive but that's the whole point. The characters are supposed to be dumb and mean so removing those jokes hurts the characterization. There are a couple new jokes that hit but not enough. The cast here is simply not as good as the original, especially when it comes to Regina George. Renee Rapp is fine but she's no Rachel McAdams. Her version of the iconic character is nowhere near as interesting or memorable. The film feels like is rushes through the story unlike the original movie which had excellent pacing and a tight script. This could be due to the musical numbers which I normally wouldn't mind but the music here isn't anything special. The costumes here aren't very good. They seem cheap and it doesn't feel like the plastics would wear these outfits. The original Mean Girls is so good and the general story still follows over here so there's a little fun to be had, but the film falls completely flat in every aspect when compared to the original masterpiece. I don't know why they don't just make a true sequel to the original film already because that's what people actually want to see. 5/10.","
            5/10
            "
"Mean Girls (2024)","CharlesHowl","21 February 2024","A complete disservice to the 2004 cult classic. I wanted to leave in the opening scene. Why does Caddy look like she's 25? She literally looks like her mom's younger sister. And then casting the plastics.... They're called Plastics because they're suppose to super pretty..... Regina George was an okay cast, but who the hell cast Karen and Gretchen? Oh dear.... It felt like they were more focused on filling some diversity quota rather than getting good talent.And then the acting.... Honestly, as a person who has worked on set, I can tell a lot of the unnatural flow in dialogue and action is from poor direction. If you loved the 2004 classic, I recommend not seeing this film.","
            3/10
            "
"Mean Girls (2024)","arcelivez-753-983928","6 March 2024","Well as a standalone movie, it's not terrible terrible, but it's not good either and it's like a clone of the same movie 20 years ago, just worse, dumber with all that singing, dumber overall, all the actors are much uglier and much less talented, which kinda breaks the whole idea of ""plastics""... I'm sorry, if you haven't seen the original, feel free to skip this one and watch the original - it's going to be a much better experience... And I'm not the guy who always says that originals are always better, because they're not. Sometimes they are, sometimes they aren't, it depends on how each was made...","
            5/10
            "
"Mean Girls (2024)","bkaprosy","22 January 2024","We decided to go see this even after seeing the subpar reviews. That's what it is, it is a worse but still not bad Mean Girls. Good for a reboot, bad for a Movie. I think that the casting for Regina is good, I was worried about Reneé Rapp but she was by far the best plastic. I think Gretchen was cast well, but Karen and Katy I think ruined the movie. The theater was empty. They should have gone all in on the musical aspect or not at all. There were maybe 4 songs that I remember but otherwise it was just them talking. It is almost the identical plot. Instead of watching this, or God forbid spending money on it, just watch the original Mean Girls again.","
            6/10
            "
"Mean Girls (2024)","DoNotComeToTheCinemaDepressed","19 January 2024","Just Got out of a Mean Girls Dolby Cinema Screening.🎵🎶🎵🎶🎵Great Fun. Such an Excellent Experience.Checklist -Fun Plotline - Check 🎷Ultimate Message of the Film ""Don't be Mean to People"" - Check 🎷Great Songs(Some of them) - Check 🎷I Loved the Halloween Renée Rapp Song Segment in the House Party 🎉 with Her Boyfriend - Check 🎷Dolby Cinema Elevated the Experience - Check 🎷The Film has Good Energy(not Dull), and the Cinematography and Edits were Good - Check 🎷Fun and Lively Characters (Some) - Check 🎷Regina(Renée Rapp) is Super Hot 🔥- Check 🎷Reginas Mother is Super Hot too 🔥- Check 🎷Karen is Super Hot 🔥 but Stupid as Hell 🤦🏻- Check 🎷Some of the Jokes Land (Some) - Check 🎷Suprise Cameo (but not Really a Surprise) - Check 🎷Overall, a Very Entertaining Watch.","
            10/10
            "
"Mean Girls (2024)","soulfx-1","7 February 2024","The original is a classic and is relatable to different generations because it's a story about acceptance, social pressure on teens to fit in and around identity - the same things that make Breakfast club and Ferris Bueller's Day Off great to countless generations that have watched them.This reboot sadly misses the mark, focusing too much on very Gen Z specific experiences that I don't think are relatable to anyone - let alone Gen Z itself.Very little time is focused on character development, and it feels like they rushed the pacing to squeeze in the musical numbers into the original movie. The writing is a bit jjilted and all the charm of the original movie appears to be lost in this remake.I'd skip it.","
            4/10
            "
"Mean Girls (2024)","movieman6-413-929510","13 January 2024","Mean Girls is a remake of the 2004 film of the same name. This remake was created by Samantha Jayne and Arturo Perez Jr. This remake focuses more on the Mean Girls musical.Cady Heron (Angourie Rice) is independent from Africa, where she was homeschooled. Now she is going to a new school where her time has to be precious with other students. In this way she learns about the different types of groups of students that can be found at a secondary school.Cady is quickly seen and accepted by the popular girl group ""the Plastics"". Everything seems to be going well, until Cady starts to have feelings for Regina George's ex (Reneé Rapp), the alpha of the Plastics. In this way she breaks a rule of the group, which can get her into trouble. This is why Cady is now trying to turn things around and destroy the Plastics from within the group. Now she just has to make sure her traveling popularity doesn't become too much.The original Mean Girls film from 2004 is known as a classic, especially among people who also went to high school during this time. A remake after twenty years may seem a bit fast, but a lot has changed in these twenty years. For example, the way student life in high school functions has become very different due to the use of social media and smartphones. For example, participating in bullying is now more often done online. Over time, people have also started to view themselves differently and thus have a different identity or preference for relationships. They have placed these updates to the story appropriately in the film, without presenting it too exaggeratedly.Furthermore, it provides musical inspiration for many creative, appropriate singing and dancing scenes. In addition to their acting, the cast members also know how to provide good singing and dancing moments. Angourie Rice does a good job in the lead role. For Reneé Rapp, this is her first film acting job and she has worked more in the musical and music world before this film. Even though this is only her first acting job, she does a good and fitting job as the mean, popular girl from high school. All the musical aspects of the film sometimes take over the film, so that the character development can be somewhat lost. Connoisseurs of the original version can fill in this missing structure themselves, based on what they know from the original film. New viewers who are not familiar with the original may miss some information.This remake was written by Tina Fey, who wrote the screenplay for the original film. In addition to giving this remake a modern twist, she keeps the story close to the same story as her original. For connoisseurs of the original film, this remake may remain on the familiar side. This way, experts and fans can roughly compare what's happening. Tina Fey could also have adjusted the story a bit more to make this remake more her own.","
            5/10
            "
"Mean Girls (2024)","rebekahsislowski","18 January 2024","Renee Rapp is a perfect Regina George. I think it is very evident in this movie that seeing her do this musical on Broadway would have been even more amazing. Tina Fey was hilarious in this and of course loved the cameo. I wish that Renee Rapp sang literally every song because she did such a good job. Also, Janice was SO good and so fun that she was also Moana because I know she hasn't been in a ton since Moana and her singing is actually amazing. I didn't love the casting with Cady or Aaron Samuels but they weren't the worst choice. I do think it's hilarious though that they did not market this movie as a musical at alll. If you follow broadway shows then it's obvious that it was going to be a musical but otherwise you would never know lol.","
            8/10
            "
"Mean Girls (2024)","yxxjqf","23 January 2024","I went in with low expectations and i left feeling very excited about the movie. The actors are great, but especially Regina. Now i did not know who Reneé was before this movie but i'm now indeed a fan to say the least.The movie was super refreshing and it gets me excited to see the new generations being hyped about this remake of a timeless classic.I really enjoyed the songs and they've been stuck in my head ever since i went and saw this movie.I understand it may not be everyone's cup off tea but i really do think everyone should at least go give it a shot! But do remember this is a musical remake, 20 years later after the first movie, so if you're going in expecting it to have the same early 2000's vibe, it's not.So dare i say it's better then the first one? Yes. Yes, i do.","
            9/10
            "
"Mean Girls (2024)","AxrnW","19 January 2024","I went with my boyfriend and we are gay and we watched all these couples coming in with their girlfriends coming into the movie theatre and when Regina came on screen, I was laughing out loud because I was thinking, omg hide your boyfriends eyes from Regina and Karen... When Karen was singing Sexy at the halloween party she basically flaunts everything in your face.. but it was hilarious to me..Some songs I enjoyed, some songs I didn't.I went in with a clear mind, Didn't want to compare it to the original and was open-minded to it being a musical, and a whole new cast with new humour incorporated into the movie and I do think it was a great musical theatre adaptation of the movie.We laughed all the way through and it was fun and enjoyable to watch :)The storyline follows the original film, so its easy watching also :)Regina was our favourite character and she sings amazingly! Go watch it!","
            8/10
            "
"Mean Girls (2024)","susanne-19814","5 March 2024","How do I get the 2 hours back in my life and my money back?I went in with an open-mind, I like musicals. I understand this version is based on the broadway musical but what fits for stage does not translate to film. It's lost the charm.It races through the story and feels disjointed. Does not offer anything new. New cast are bland. There feels like there is no connection between the characters. There is no no depth or insights into the characters and story.Where I could watch the original over and over (again I know new version is based on the stage musical) this version will not become iconic.","
            2/10
            "
"Mean Girls (2024)","brightismine","3 March 2024","This is a disaster
Don't watch it. It's social suicide
They ruined all the iconic scenes, and the movie is kind of boring. I have to watch the original to wash my eyes off immediately after the end.This is a disaster
Don't watch it. It's social suicide
They ruined all the iconic scenes, and the movie is kind of boring. I have to watch the original to wash my eyes off immediately after the end. SorryThis is a disaster
Don't watch it. It's social suicide
They ruined all the iconic scenes, and the movie is kind of boring. I have to watch the original to wash my eyes off immediately after the end.","
            2/10
            "
"Mean Girls (2024)","bret-bannerman","5 March 2024","I don't know how to feel 600 required characters here to say this is so bad I'm cringing every second...horrible... sacrilegious why...whatm..ugh I honestly can't fill this space it's terrible I wish it would turn into a teen slasher movie as it could only be ok as a spoof where they all die saw like. WwwwwThe guy isn't cute oh man only one close to ok it new Regina,..but beep please no one is Rachel McAdams....as tragic as LL is these days wow ohhh NOO THEY ARE SINGING AGAIN...Tina Fey I'm soooo ashamed and disappointed...make it stop....how many more words do I have to write to express.how.horrible.this.is. I can't.","
            1/10
            "
"Mean Girls (2024)","pbpetel","15 January 2024","""Mean Girls"" offers an amazing, talented cast and impressively composed songs, especially with standout performances from the likes of Renée Rapp and Auli'i. The film's refusal to put males in the spotlight is refreshing, yet it unfortunately receives an underwhelming 6.4/10 on IMDb. This feels unjust given the movie's overall quality. The storyline, characters, and humor make it a must-watch. It's a relief to see a film not solely focused on romantic pursuits, despite potential backlash from certain audiences. This discrepancy in ratings underscores the need for more balanced and insightful film criticism.","
            10/10
            "
"Mean Girls (2024)","andapan1","15 January 2024","This movie was better than I was expecting it to be. While remakes are often very poorly done and just straight cash grabs, I didn't feel that way about this one. I went in with low expectations, and was pleasantly surprised.Now, that's not to say this a masterpiece of a movie, with some really deep meanings or anything like that. But it is a fun movie. Some of the songs were enjoyable and entertaining, albeit a bit silly. But that's part of what makes them fun! I enjoyed the choreographing, and the visual aesthetics created for a couple of the songs were (dare I say it) quite fetch. There were a few jokes here and there that didn't hit, but for the most part I thought that the humor was also well done.Go into this movie with an open mind, and I think you'll find out it's alright. It's not the original Mean Girls, but it's certainly not a disgrace to the franchise in my opinion. Sit back, relax, and just appreciate the entertainment from a good, solid movie.","
            7/10
            "
"Mean Girls (2024)","ymrhqtrz","13 January 2024","Having read up online that the new mean girls was set to be an adaptation of the broadway musical I had some doubts as I'm not the biggest fan of musicals. However, upon finishing the film without a doubt this film was one of the best musicals I have seen in recent memory. The film being a musical offers us more insight into the characters and why they opted to make the choices that they made. I know that probably won't make much of an impact with most of the people seeing this film. But being able to go deeper into a characters mind especially when it comes in the form of a musical is a wonderful thing for a person like myself who is autistic. Apart from the musical aspect of the film, the film offers us a refreshed and modern mean girls with just the right amount of sass. I sincerely hope that Renné Rapp is nominated next year for as many awards as possible she killed it in this film (from her acting, to comedic timing to her singing) she definitely deserves all of the praise that she is receiving and then some. The only down side I would say is that the film at times felt a little too clustered with all of the musical numbers and it took me a while to get into Karen's character (Avantika Vandanapu) but she eventually grew on me and her acting towards the later half of the film improved drastically. Anyone saying they don't see the need for the new film needs to wake up and smell the coffee, the film was adapted from the broadway musical if you like it then you like it and if you don't but don't leave mean reviews.","
            8/10
            "
"Mean Girls (2024)","nicolasroop","11 January 2024","There is a lot to love here. The music, the glamour and, of course, the drama of high school. However, it's missing some key ingredients that made the original the instant classic that it is. It is not as witty as it thinks it is and it's nearly lost all of the relatability of it's characters in it's high gloss presentation.Acting wise, the cast ate up every scene and performance. The musical numbers were pitch perfect. The standouts being Aulii Cravalho as Janis. Her voice was perfect for those scenes connecting the films plotline fairly seamlessly. Also, Reneé Rapp as Regina was brilliant casting. Her voice is amazing, particularly in the number at the halloween party. Just wow!As far as the plot goes, there are some jokes and plotlines that are missing. Perhaps due to the times, some of the jokes were not exactly ""pc"". I felt a couple were sorely missed, but it did not mar the production as a whole thankfully. There were some things the film tries to do from the original that kind of fell flat as well. It's like telling the same joke twice to the same audience, it just doesn't hit as hard the second time.Overall, I enjoyed it. It was a different version from the original, but just like The Color Purple, it's kind of meant to be. There are some cameos, including a very standout one towards the end that fans of the original will cheer at! If you're into it or a fan of the original, I say go see it. You won't be mad that you did.3.5 mean girls out of 5.","
            7/10
            "
"Mean Girls (2024)","vmarshmallow","12 January 2024","Very disappointed that this adaptation of the stage show used only half of the original songs, and shortened others that were kept on. A bit of fun, but a poor translation from stage to screen. Auli'i and Jaquel's dynamic duo carried the movie, and the cameos from '04 and Broadway made for some nice moments. I would, however, much rather go back to watching the original movie or a properly filmed Broadway performance of the Musical version (like Hamilton, but with a lot more pink).It was surprising that the people in my generation (Gen X-Y folks) were the only ones picking up on the cameos, easter eggs and comic moments, while the teen audience members (the target audience) were seen scrolling social media while the film played.This adaptation is a strong demonstration of why continuous reboots are not a good idea. Tina Fey has worked magic in creating the original film adaptation of this Queen Bee cautionary tale, and I hope there are young people out there who are as moved by this retelling as I was by the original book and the 2004 original feature.No more reboots though, please..","
            3/10
            "
"Mean Girls (2024)","skyscraperofprocrastinat","11 February 2024","I am a huge Mean Girls fan and also a huge musical fan, however this movie was a horrible disappointment! Terrible acting, clunky delivery, underwhelming songs, unfunny and with little to no heart. I kept looking at my friend and we kept saying to each other ""is this a joke?"". I am shook by the positive reviews and good box office returns. I was also horrified to learn some of the actors have experience as actors because it seemed like it was the first time for all of them. We were the only ones in the theatre and we wished we weren't there!!! Avoid! Highly recommended against seeing. Grade would be a C-.","
            4/10
            "
"Mean Girls (2024)","descendants-12797","16 January 2024","I have seen the original film countless times and the stage adaptation twice. I have to say that in full honesty that this movie musical adaptation exceeded my expectations. I went in with low expectations because they shortened a lot of songs and cut out a bunch of songs as well. They replaced It Roars from the stage version with an original song called What Ifs, the melody and rhythm on several songs was changed severely. I was so nervous going in but when i actually saw the film i was extremely pleased with what was put together. The two best numbers in my opinion were Sexy and I'd Rather Be Me. Some songs were better in this film than on stage for example Stupid With Love. The entire cast was exceptional. And having the incredibly sexy Reneé Rapp playing the iconic role of Regina George was probably one of the greatest casting choices in cinema history. She brought the sex appeal and cruelty that Regina George is made of. The stuff they changed from the stage adaptation were necessary changes that were well done and extremely well placed. Also i think it was a very interesting take to make Janis actually a lesbian. As someone who identifies as part of the LGBTQIA+ community it was a very fresh take. It was also really nice to see a plus size gay Black man in the semi-leading role of Damian. Making Karen and Janis non-white was also a really interesting choice that i can really get behind. Especially because the two actresses were incredible in their roles.","
            10/10
            "
"Mean Girls (2024)","cowza","21 January 2024","So I'm an 80's child and amongst my peers are all those who starred in the OG Mean Girls. I'm naturally a massive fan but was sceptical how this remake would be for me as someone now in their 30s. When the critic reviews started appearing I expected to be utterly disappointed. Gotta say I was pleasantly surprised at how much I enjoyed it. It felt faithful enough to the original to feel a comfort, yet new enough to give you plenty of fresh smirks. The music moved the story along so seamlessly, you'd be forgiven to think it had always been there. Casting was pretty solid for me with the exception of Cady, who did not necessarily give a poor performance, just lacked that likability Lindsay Lohan was so good at portraying. It left me rooting for Regina more but I wasn't mad about it. Some characters I actually enjoyed a lot more in this remake, particularly Damian, Janis and Karen. I'm sure Disney fans like me will also love and recognise the voice of Moana aka Auli'i Cravalho. I've liked it enough to now be considering seeing the stage show when it comes to London. Thank you for the escapism Tina Fey!","
            8/10
            "
"Mean Girls (2024)","masonsaul","23 January 2024","Mean Girls (the musical) is at its weakest when it's being a faithful remake since those moments are just the same but weaker. Whenever it becomes a musical or adds something new though, it becomes a really good remake that updates itself for the modern age and feels different enough to more than justify its existence.It's no easy task following up performances where everyone feels right and everyone here works to varying degrees of success. Angourie Rice always maintains Cady's likeable nature, Auli'i Cravalho & Jaquel Spivey are better than their counterparts and Avantika gets equally good laughs out of her role as Amanda Seyfried did beforehand.Reneé Rapp is absolutely phenomenal, making an iconic role completely her own just as she did on the stage. The confidence from that first musical number is unrivalled and every time she appears it reaches new highs. There's a serious argument to be made that she is actually the best Regina George.First time directors Samantha Jayne and Arturo Perez Jr. Make sure the film feels cinematic with the shifting aspect ratios, extended takes and a very mobile camera. All of those techniques combined make it feel like cinema, confirming that it was the right choice to give it a big screen release opposed to the streaming debut it was originally intended for.","
            7/10
            "
"Mean Girls (2024)","vengeance20","20 January 2024","I was apprehensive of this film due to the previews showing that it looked too modernised & Gen Z like for my taste, but I went to see it anyways to see if it were any good!Cady Heron is a hit with the Plastics, an A-list girl clique at her new school! But everything changes when she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George!I found the film to be actually not bad! I mean, it had it flaws & fault no question, but, it wasn't as bad as I thought it was & was expecting it to be pretty bad! The actors do a great job despite the film having narrative issues & despite shoddy directing & editing it wasn't too bad of a watch!The films runtime is a bit lengthy, but not too bad at 1 hour & 44 minutes! The pacing isn't too bad, but again, like the runtime, wasn't without its flaws! There's some not bad tunes to be had & plenty of eye candy! So, the film can't be faulted entirely!Overall, it's not bad, but it's not amazing either, which is why I give it the rating I give it! I have yet to see the 2004 original & it's 2011 sequel, but I'm sure I'll find them better than this, though can't hate on this one either as it wasn't that bad & was surprising better than I initially thought!6/10.","
            6/10
            "
"Mean Girls (2024)","monroene-04640","21 February 2024","If I could give this movie no stars I would. Ppl actually paid money to watch this in theaters?! I was so excited to watch it because how good the 1st one was. I've never had to call VUDU and request for a refund, but I did on this one that's how terrible it is. Same plot, characters, everything, put into a musical. The actors are mediocre. So disappointed! Save your money wait till it comes out on HBO Max or some other platform and even then DON'T watch it!!!This review requires 600 words min and I got out all I needed to say in the paragraph above. I do want to mention I love the first ""Mean Girl's"" movie. We've watched the old one about 500 times they love the movie, but this one is a no go in this household. It really is a shame, I was excited and wanted this to be a good movie.","
            1/10
            "
"Mean Girls (2024)","cdevito-34632","6 March 2024","Of course I am a fan of the original movie and should not compare the two.........but..........this is just bad. Not bad as a remake/sequel it is just bad.The songs are annoying and poorly inserted into the story, the iconic lines taken from the original were butchered and the new lines are terrible and do not blend with the vibe.The only two actors that do a good job in their role is Damian and Cady. The rest or grossly miscast.The character of Janis is butchered to the point of being unbelievable and insulting.The character of Karen is played so stupid and childlike, she is hard to watch.It is worth watching.....because you have to....but zero stars.","
            1/10
            "
